piece,bpm,X_a,Y_a,Z_a,X_b,Y_b,Z_b,bpm_mode,bpm_median,mode_x,mode_y,mode_z,median_x,median_y,median_z
BKO_E1_D1_08_Suku_T,162.96,82.2,82.8,83.2,82.2,82.8,83.2,80.0,81.0,80.0,80.0,80.0,80.0,80.0,80.0
BKO_E3_D5_03_Wasulunka_T,245.03,116.8,116.0,120.0,116.8,116.0,120.0,124.0,122.0,102.0,102.0,102.0,120.0,120.0,120.0
BKO_E2_D4_05_Sandia_T,111.86,76.2,85.6,111.4,76.2,85.6,111.4,72.0,76.0,72.0,72.0,72.0,75.0,75.0,75.0
BKO_E2_D4_01_Suku_T,164.27,84.33,85.0,83.5,84.33,85.0,83.5,90.0,86.5,76.0,76.0,76.0,85.0,85.0,85.0
BKO_E2_D4_03_Wasulunka_T,187.46,94.4,98.6,95.2,94.4,98.6,95.2,99.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
BKO_E1_D2_04_Maraka_T,171.64,93.2,79.8,97.0,93.2,79.8,97.0,78.0,87.0,87.0,87.0,87.0,89.0,89.0,89.0
BKO_E3_D5_01_Maraka_T,218.67,103.4,110.0,111.0,103.4,110.0,111.0,107.0,109.0,107.0,107.0,107.0,104.0,104.0,104.0
BKO_E3_D6_02_Suku_T,224.47,102.6,86.0,112.0,102.6,86.0,112.0,89.0,104.0,111.0,111.0,111.0,104.0,104.0,104.0
BKO_E2_D4_06_Manjanin_T,187.78,94.8,102.2,95.0,94.8,102.2,95.0,87.0,97.0,87.0,87.0,87.0,97.0,97.0,97.0
BKO_E1_D1_01_Suku_T,196.67,103.0,100.0,98.8,103.0,100.0,98.8,102.0,101.0,102.0,102.0,102.0,102.0,102.0,102.0
BKO_E3_D5_13_Suku_T,206.98,105.8,101.4,104.0,105.8,101.4,104.0,98.0,99.0,92.0,92.0,92.0,105.0,105.0,105.0
BKO_E1_D5_05_Sandia_T,152.44,77.4,94.8,116.2,77.4,94.8,116.2,76.0,95.0,77.0,77.0,77.0,77.0,77.0,77.0
BKO_E1_D1_02_Maraka_T,167.66,104.0,96.6,98.2,104.0,96.6,98.2,89.0,97.0,89.0,89.0,89.0,103.0,103.0,103.0
BKO_E2_D3_05_Sandia_T,112.81,105.2,102.0,85.4,105.2,102.0,85.4,92.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0
BKO_E2_D3_14_Maraka_T,137.06,106.4,88.2,106.2,106.4,88.2,106.2,123.0,96.0,96.0,96.0,96.0,97.0,97.0,97.0
BKO_E3_D6_03_Wasulunka_T,235.32,99.0,106.2,105.0,99.0,106.2,105.0,96.0,100.0,90.0,90.0,90.0,95.0,95.0,95.0
BKO_E1_D5_01_Maraka_T,158.72,82.8,94.8,82.2,82.8,94.8,82.2,79.0,84.0,79.0,79.0,79.0,79.0,79.0,79.0
BKO_E3_D5_04_Dansa_T,170.65,91.6,88.2,100.8,91.6,88.2,100.8,86.0,88.0,80.0,80.0,80.0,86.0,86.0,86.0
BKO_E2_D4_04_Dansa_T,125.36,84.2,89.4,97.8,84.2,89.4,97.8,81.0,86.0,71.0,71.0,71.0,84.0,84.0,84.0
BKO_E3_D6_01_Maraka_T,190.96,97.4,95.8,87.0,97.4,95.8,87.0,100.0,98.0,94.0,94.0,94.0,98.0,98.0,98.0
BKO_E1_D2_06_Dansa_T,140.57,90.4,91.0,85.2,90.4,91.0,85.2,100.0,87.0,100.0,100.0,100.0,100.0,100.0,100.0
BKO_E2_D4_02_Maraka_T,146.25,95.6,98.0,114.0,95.6,98.0,114.0,91.0,95.0,93.0,93.0,93.0,93.0,93.0,93.0
BKO_E2_D4_12_Suku_T,157.16,86.4,98.6,90.6,86.4,98.6,90.6,86.0,88.0,86.0,86.0,86.0,86.0,86.0,86.0
BKO_E1_D1_07_Suku_T,148.65,83.0,95.8,86.8,83.0,95.8,86.8,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
BKO_E1_D5_02_Dansa_T,161.91,84.4,102.0,94.2,84.4,102.0,94.2,82.0,91.0,82.0,82.0,82.0,82.0,82.0,82.0
BKO_E2_D3_02_Suku_T,180.15,93.0,95.6,103.2,93.0,95.6,103.2,78.0,105.0,82.0,82.0,82.0,90.0,90.0,90.0
BKO_E1_D2_05_Wasulunka_T,167.54,116.2,103.0,84.0,116.2,103.0,84.0,110.0,95.0,110.0,110.0,110.0,110.0,110.0,110.0
BKO_E1_D1_04_Dansa_T,115.19,92.67,102.17,112.5,92.67,102.17,112.5,88.0,103.5,88.0,88.0,88.0,87.5,87.5,87.5
BKO_E1_D2_03_Suku_T,164.16,82.2,85.6,82.4,82.2,85.6,82.4,80.0,82.0,80.0,80.0,80.0,82.0,82.0,82.0
BKO_E2_D3_06_Manjanin_T,217.96,102.0,108.2,109.4,102.0,108.2,109.4,104.0,106.0,98.0,98.0,98.0,101.0,101.0,101.0
BKO_E1_D1_06_Manjanin_T,189.06,89.6,94.4,95.0,75.6,94.4,95.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0
BKO_E2_D3_13_Suku_T,185.46,103.4,98.6,103.2,103.4,98.6,103.2,91.0,97.0,91.0,91.0,91.0,97.0,97.0,97.0
BKO_E2_D3_11_Suku_T,195.16,107.2,106.0,102.6,107.2,106.0,102.6,93.0,106.0,93.0,93.0,93.0,109.0,109.0,109.0
BKO_E3_D6_04_Sandia_T,158.0,91.2,86.6,80.2,91.2,86.6,80.2,82.0,88.0,91.0,91.0,91.0,91.0,91.0,91.0
BKO_E2_D3_01_Maraka_T,150.59,96.8,85.6,90.4,96.8,85.6,90.4,84.0,85.0,87.0,87.0,87.0,102.0,102.0,102.0
BKO_E3_D6_06_Manjanin_T,193.51,94.0,97.0,97.4,94.0,97.0,97.4,94.0,95.0,94.0,94.0,94.0,94.0,94.0,94.0
BKO_E3_D5_05_Sandia_T,156.29,81.8,104.2,80.0,81.8,104.2,80.0,80.0,82.0,76.0,76.0,76.0,81.0,81.0,81.0
BKO_E1_D1_03_Wasulunka_T,177.72,88.8,98.0,89.2,88.8,98.0,89.2,88.0,89.0,88.0,88.0,88.0,89.0,89.0,89.0
BKO_E1_D1_05_Sandia_T,139.22,100.6,106.6,107.8,100.6,106.6,107.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
BKO_E1_D2_07_Sandia_T,139.5,105.0,89.4,84.6,105.0,89.4,84.6,70.0,86.0,117.0,117.0,117.0,117.0,117.0,117.0
BKO_E2_D3_03_Wasulunka_T,135.46,92.6,81.4,104.4,92.6,81.4,104.4,79.0,81.0,70.0,70.0,70.0,81.0,81.0,81.0
BKO_E1_D5_04_Suku_T,195.26,98.0,99.4,98.6,98.0,99.4,98.6,102.0,102.0,105.0,105.0,105.0,102.0,102.0,102.0
BKO_E3_D5_06_Manjanin_T,175.1,91.2,70.0,86.2,91.2,0.0,86.2,70.0,86.0,92.0,92.0,92.0,92.0,92.0,92.0
BKO_E3_D5_02_Suku_T,246.65,88.8,93.0,124.0,88.8,93.0,124.0,82.0,101.0,82.0,82.0,82.0,82.0,82.0,82.0
BKO_E3_D6_12_Suku_T,233.69,92.8,109.6,112.4,92.8,109.6,112.4,89.0,105.0,89.0,89.0,89.0,89.0,89.0,89.0
