piece,bpm,X_a,Y_a,Z_a,X_b,Y_b,Z_b,bpm_mode,bpm_median,mode_x,mode_y,mode_z,median_x,median_y,median_z
BKO_E1_D1_08_Suku_T,162.96,123.4,83.6,118.6,123.4,83.6,118.6,80.0,117.0,119.0,119.0,119.0,119.0,119.0,119.0
BKO_E3_D5_03_Wasulunka_T,245.03,125.6,132.2,120.6,125.6,132.2,120.6,124.0,127.0,119.0,119.0,119.0,124.0,124.0,124.0
BKO_E2_D4_05_Sandia_T,111.86,125.6,138.8,110.8,125.6,138.8,110.8,102.0,129.0,141.0,141.0,141.0,133.0,133.0,133.0
BKO_E2_D4_01_Suku_T,164.27,114.17,110.67,103.5,114.17,110.67,103.5,87.0,95.5,144.0,144.0,144.0,113.5,113.5,113.5
BKO_E2_D4_03_Wasulunka_T,187.46,140.0,137.6,113.2,140.0,137.6,113.2,144.0,138.0,144.0,144.0,144.0,143.0,143.0,143.0
BKO_E1_D2_04_Maraka_T,171.64,136.4,125.0,136.6,136.4,125.0,136.6,144.0,134.0,144.0,144.0,144.0,141.0,141.0,141.0
BKO_E3_D5_01_Maraka_T,218.67,108.4,98.6,111.0,108.4,98.6,111.0,88.0,100.0,93.0,93.0,93.0,104.0,104.0,104.0
BKO_E3_D6_02_Suku_T,224.47,121.0,128.8,136.4,121.0,128.8,136.4,144.0,132.0,99.0,99.0,99.0,119.0,119.0,119.0
BKO_E2_D4_06_Manjanin_T,187.78,133.6,129.8,104.8,133.6,129.8,104.8,128.0,128.0,118.0,118.0,118.0,133.0,133.0,133.0
BKO_E1_D1_01_Suku_T,196.67,96.6,117.0,100.0,96.6,117.0,100.0,97.0,101.0,99.0,99.0,99.0,98.0,98.0,98.0
BKO_E3_D5_13_Suku_T,206.98,109.4,114.0,104.0,109.4,114.0,104.0,103.0,103.0,113.0,113.0,113.0,113.0,113.0,113.0
BKO_E1_D5_05_Sandia_T,152.44,115.8,135.6,114.2,115.8,135.6,114.2,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0
BKO_E1_D1_02_Maraka_T,167.66,141.4,111.8,99.4,141.4,111.8,99.4,90.0,123.0,141.0,141.0,141.0,141.0,141.0,141.0
BKO_E2_D3_05_Sandia_T,112.81,100.4,134.8,89.8,100.4,134.8,89.8,133.0,110.0,80.0,80.0,80.0,108.0,108.0,108.0
BKO_E2_D3_14_Maraka_T,137.06,100.0,111.0,132.0,100.0,111.0,132.0,97.0,117.0,80.0,80.0,80.0,95.0,95.0,95.0
BKO_E3_D6_03_Wasulunka_T,235.32,104.2,114.4,114.4,104.2,114.4,114.4,126.0,115.0,93.0,93.0,93.0,103.0,103.0,103.0
BKO_E1_D5_01_Maraka_T,158.72,136.4,133.2,135.6,136.4,133.2,135.6,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0
BKO_E3_D5_04_Dansa_T,170.65,116.2,124.2,136.2,116.2,124.2,136.2,140.0,134.0,139.0,139.0,139.0,106.0,106.0,106.0
BKO_E2_D4_04_Dansa_T,125.36,128.0,85.6,129.4,128.0,85.6,129.4,144.0,109.0,108.0,108.0,108.0,137.0,137.0,137.0
BKO_E3_D6_01_Maraka_T,190.96,133.2,114.4,141.0,133.2,114.4,141.0,144.0,138.0,123.0,123.0,123.0,138.0,138.0,138.0
BKO_E1_D2_06_Dansa_T,140.57,124.2,110.4,127.4,124.2,110.4,127.4,83.0,129.0,104.0,104.0,104.0,124.0,124.0,124.0
BKO_E2_D4_02_Maraka_T,146.25,135.4,135.6,124.2,135.4,135.6,124.2,138.0,133.0,131.0,131.0,131.0,138.0,138.0,138.0
BKO_E2_D4_12_Suku_T,157.16,125.6,133.4,102.8,125.6,133.4,102.8,138.0,127.0,91.0,91.0,91.0,140.0,140.0,140.0
BKO_E1_D1_07_Suku_T,148.65,93.2,131.4,90.6,93.2,131.4,90.6,89.0,105.0,89.0,89.0,89.0,89.0,89.0,89.0
BKO_E1_D5_02_Dansa_T,161.91,138.4,94.8,134.0,138.4,94.8,134.0,136.0,136.0,136.0,136.0,136.0,138.0,138.0,138.0
BKO_E2_D3_02_Suku_T,180.15,96.4,119.8,99.4,96.4,119.8,99.4,119.0,103.0,80.0,80.0,80.0,96.0,96.0,96.0
BKO_E1_D2_05_Wasulunka_T,167.54,105.0,111.6,135.0,105.0,111.6,135.0,99.0,123.0,82.0,82.0,82.0,107.0,107.0,107.0
BKO_E1_D1_04_Dansa_T,115.19,142.17,139.0,118.83,142.17,139.0,118.83,144.0,140.0,144.0,144.0,144.0,143.5,143.5,143.5
BKO_E1_D2_03_Suku_T,164.16,100.0,92.8,139.2,100.0,92.8,139.2,144.0,114.0,79.0,79.0,79.0,111.0,111.0,111.0
BKO_E2_D3_06_Manjanin_T,217.96,110.2,111.4,107.8,110.2,111.4,107.8,114.0,112.0,87.0,87.0,87.0,114.0,114.0,114.0
BKO_E1_D1_06_Manjanin_T,189.06,98.0,94.0,102.6,98.0,94.0,102.6,95.0,95.0,95.0,95.0,95.0,97.0,97.0,97.0
BKO_E2_D3_13_Suku_T,185.46,119.6,99.4,99.6,119.6,99.4,99.6,89.0,106.0,113.0,113.0,113.0,118.0,118.0,118.0
BKO_E2_D3_11_Suku_T,195.16,107.0,124.8,103.2,107.0,124.8,103.2,96.0,113.0,94.0,94.0,94.0,108.0,108.0,108.0
BKO_E3_D6_04_Sandia_T,158.0,134.0,118.0,88.0,134.0,118.0,88.0,97.0,118.0,135.0,135.0,135.0,135.0,135.0,135.0
BKO_E2_D3_01_Maraka_T,150.59,110.6,88.6,105.8,110.6,88.6,105.8,91.0,93.0,82.0,82.0,82.0,121.0,121.0,121.0
BKO_E3_D6_06_Manjanin_T,193.51,124.0,95.6,102.8,124.0,95.6,102.8,94.0,97.0,141.0,141.0,141.0,121.0,121.0,121.0
BKO_E3_D5_05_Sandia_T,156.29,96.0,81.2,79.2,96.0,81.2,79.2,79.0,80.0,78.0,78.0,78.0,87.0,87.0,87.0
BKO_E1_D1_03_Wasulunka_T,177.72,89.8,89.0,125.4,89.8,89.0,125.4,89.0,91.0,89.0,89.0,89.0,89.0,89.0,89.0
BKO_E1_D1_05_Sandia_T,139.22,123.8,123.2,107.8,123.8,123.2,107.8,138.0,135.0,95.0,95.0,95.0,136.0,136.0,136.0
BKO_E1_D2_07_Sandia_T,139.5,124.2,102.2,105.4,124.2,102.2,105.4,89.0,108.0,134.0,134.0,134.0,133.0,133.0,133.0
BKO_E2_D3_03_Wasulunka_T,135.46,132.4,104.4,130.0,132.4,104.4,130.0,116.0,121.0,116.0,116.0,116.0,142.0,142.0,142.0
BKO_E1_D5_04_Suku_T,195.26,98.4,100.4,99.6,98.4,100.4,99.6,101.0,101.0,83.0,83.0,83.0,101.0,101.0,101.0
BKO_E3_D5_06_Manjanin_T,175.1,134.6,109.4,108.4,134.6,109.4,108.4,132.0,132.0,132.0,132.0,132.0,133.0,133.0,133.0
BKO_E3_D5_02_Suku_T,246.65,104.8,141.2,124.8,104.8,141.2,124.8,141.0,126.0,93.0,93.0,93.0,110.0,110.0,110.0
BKO_E3_D6_12_Suku_T,233.69,134.4,135.2,113.2,134.4,135.2,113.2,138.0,131.0,124.0,124.0,124.0,139.0,139.0,139.0
