piece,bpm,X_a,Y_a,Z_a,X_b,Y_b,Z_b,bpm_mode,bpm_median,mode_x,mode_y,mode_z,median_x,median_y,median_z
BKO_E1_D1_08_Suku_T,162.96,82.2,87.6,123.8,82.2,87.6,123.8,75.0,91.0,80.0,80.0,80.0,80.0,80.0,80.0
BKO_E3_D5_03_Wasulunka_T,245.03,119.4,123.8,123.6,119.4,123.8,123.6,144.0,125.0,144.0,144.0,144.0,121.0,121.0,121.0
BKO_E2_D4_05_Sandia_T,111.86,127.6,127.8,111.6,127.6,127.8,111.6,118.0,122.0,122.0,122.0,122.0,128.0,128.0,128.0
BKO_E2_D4_01_Suku_T,164.27,115.83,133.83,83.5,115.83,133.83,83.5,144.0,111.5,113.0,113.0,113.0,113.0,113.0,113.0
BKO_E2_D4_03_Wasulunka_T,187.46,117.0,134.6,95.6,117.0,134.6,95.6,144.0,100.0,134.0,134.0,134.0,134.0,134.0,134.0
BKO_E1_D2_04_Maraka_T,171.64,128.4,102.6,133.6,128.4,102.6,133.6,119.0,127.0,112.0,112.0,112.0,128.0,128.0,128.0
BKO_E3_D5_01_Maraka_T,218.67,106.2,133.6,99.6,106.2,133.6,99.6,104.0,114.0,104.0,104.0,104.0,104.0,104.0,104.0
BKO_E3_D6_02_Suku_T,224.47,110.2,131.8,96.0,110.2,131.8,96.0,102.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0
BKO_E2_D4_06_Manjanin_T,187.78,138.4,92.8,96.6,138.4,92.8,96.6,100.0,100.0,144.0,144.0,144.0,137.0,137.0,137.0
BKO_E1_D1_01_Suku_T,196.67,103.0,124.2,104.0,103.0,124.2,104.0,102.0,104.0,102.0,102.0,102.0,102.0,102.0,102.0
BKO_E3_D5_13_Suku_T,206.98,105.8,125.6,117.2,105.8,125.6,117.2,124.0,114.0,92.0,92.0,92.0,105.0,105.0,105.0
BKO_E1_D5_05_Sandia_T,152.44,108.0,101.4,116.2,108.0,101.4,116.2,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0
BKO_E1_D1_02_Maraka_T,167.66,104.0,130.0,111.8,104.0,130.0,111.8,89.0,111.0,89.0,89.0,89.0,103.0,103.0,103.0
BKO_E2_D3_05_Sandia_T,112.81,105.2,132.8,85.4,105.2,132.8,85.4,92.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0
BKO_E2_D3_14_Maraka_T,137.06,115.8,131.2,140.0,115.8,131.2,140.0,144.0,124.0,96.0,96.0,96.0,121.0,121.0,121.0
BKO_E3_D6_03_Wasulunka_T,235.32,125.2,107.2,113.2,125.2,107.2,113.2,114.0,118.0,118.0,118.0,118.0,126.0,126.0,126.0
