piece,bpm,X_a,Y_a,Z_a,X_b,Y_b,Z_b,bpm_mode,bpm_median,mode_x,mode_y,mode_z,median_x,median_y,median_z
BKO_E1_D1_08_Suku_T,162.96,82.0,126.0,102.4,82.0,126.0,102.4,118.0,94.0,79.0,79.0,79.0,79.0,79.0,79.0
BKO_E3_D5_03_Wasulunka_T,245.03,121.4,128.0,121.0,121.4,128.0,121.0,124.0,122.0,124.0,124.0,124.0,122.0,122.0,122.0
BKO_E2_D4_05_Sandia_T,111.86,98.0,100.0,110.8,98.0,100.0,110.8,74.0,102.0,100.0,100.0,100.0,100.0,100.0,100.0
BKO_E2_D4_01_Suku_T,164.27,81.67,94.83,104.67,81.67,94.83,104.67,82.0,88.0,70.0,70.0,70.0,83.5,83.5,83.5
BKO_E2_D4_03_Wasulunka_T,187.46,97.6,94.2,94.2,97.6,94.2,94.2,90.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
BKO_E1_D2_04_Maraka_T,171.64,100.8,92.6,102.2,100.8,92.6,102.2,89.0,89.0,89.0,89.0,89.0,102.0,102.0,102.0
BKO_E3_D5_01_Maraka_T,218.67,109.2,113.8,111.6,109.2,113.8,111.6,108.0,111.0,108.0,108.0,108.0,109.0,109.0,109.0
BKO_E3_D6_02_Suku_T,224.47,115.0,80.8,90.6,115.0,80.8,90.6,76.0,87.0,112.0,112.0,112.0,115.0,115.0,115.0
BKO_E2_D4_06_Manjanin_T,187.78,97.0,93.8,94.2,97.0,93.8,94.2,87.0,92.0,88.0,88.0,88.0,102.0,102.0,102.0
BKO_E1_D1_01_Suku_T,196.67,98.6,97.4,98.4,98.6,97.4,98.4,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
BKO_E3_D5_13_Suku_T,206.98,102.2,104.0,103.6,102.2,104.0,103.6,115.0,103.0,95.0,95.0,95.0,103.0,103.0,103.0
BKO_E1_D5_05_Sandia_T,152.44,88.8,75.8,114.2,88.8,75.8,114.2,77.0,79.0,77.0,77.0,77.0,79.0,79.0,79.0
