piece,bpm,X_a,Y_a,Z_a,bpm_mode,bpm_median
BKO_E3_D5_03_Wasulunka_T,114.2,132.4,126.6,122.8,142.0,132.0
BKO_E2_D4_05_Sandia_T,91.98,123.6,134.0,139.4,116.0,135.0
BKO_E2_D4_01_Suku_T,128.84,128.8,129.2,129.4,129.0,129.0
BKO_E2_D4_03_Wasulunka_T,108.26,120.2,126.0,109.0,106.0,111.0
BKO_E1_D2_04_Maraka_T,101.71,120.2,127.8,111.6,103.0,124.0
BKO_E3_D5_01_Maraka_T,113.68,114.4,113.4,113.4,115.0,113.0
BKO_E3_D6_02_Suku_T,136.13,135.6,136.0,135.2,132.0,134.0
BKO_E2_D4_06_Manjanin_T,129.54,128.6,129.4,129.2,130.0,130.0
BKO_E1_D1_01_Suku_T,124.51,124.6,124.4,124.2,121.0,123.0
BKO_E3_D5_13_Suku_T,120.05,125.0,121.4,119.8,119.0,119.0
BKO_E1_D1_02_Maraka_T,102.87,103.0,103.4,128.4,101.0,105.0
BKO_E2_D3_05_Sandia_T,94.28,127.0,122.6,141.8,117.0,140.0
BKO_E2_D3_14_Maraka_T,111.02,111.0,111.2,111.4,113.0,111.0
BKO_E3_D6_03_Wasulunka_T,110.77,117.0,112.0,127.2,110.0,114.0
BKO_E2_D4_04_Dansa_T,97.34,133.8,134.8,97.0,144.0,141.0
BKO_E3_D6_01_Maraka_T,115.33,116.0,116.2,115.8,117.0,116.0
BKO_E2_D4_02_Maraka_T,111.05,111.0,111.2,111.2,111.0,111.0
BKO_E2_D4_12_Suku_T,123.38,123.4,123.2,123.2,124.0,123.0
BKO_E2_D3_02_Suku_T,124.38,124.4,124.6,124.4,124.0,124.0
BKO_E1_D2_05_Wasulunka_T,129.41,137.4,130.0,119.4,129.0,131.0
BKO_E1_D1_04_Dansa_T,105.12,104.4,104.4,104.8,105.0,105.0
BKO_E1_D2_03_Suku_T,120.78,120.4,121.0,119.8,117.0,117.0
BKO_E2_D3_06_Manjanin_T,120.08,120.4,120.6,119.8,119.0,121.0
BKO_E1_D1_06_Manjanin_T,137.2,131.8,138.2,137.0,135.0,137.0
BKO_E3_D6_04_Sandia_T,106.26,106.4,105.0,110.4,112.0,112.0
BKO_E2_D3_01_Maraka_T,116.47,116.4,116.2,116.2,115.0,116.0
BKO_E3_D6_06_Manjanin_T,156.66,137.2,129.2,133.0,125.0,133.0
BKO_E3_D5_05_Sandia_T,102.12,128.2,126.8,124.0,124.0,127.0
BKO_E1_D1_03_Wasulunka_T,99.58,117.0,105.8,108.6,103.0,103.0
BKO_E1_D1_05_Sandia_T,98.42,113.2,108.8,114.2,103.0,103.0
BKO_E1_D2_07_Sandia_T,114.21,114.6,114.2,126.2,115.0,115.0
BKO_E2_D3_03_Wasulunka_T,107.01,112.2,125.0,114.0,120.0,120.0
BKO_E3_D5_06_Manjanin_T,114.75,115.6,116.6,115.0,114.0,116.0
BKO_E3_D6_10_Dansa_T,105.15,135.4,134.2,128.0,143.0,135.0
BKO_E3_D5_02_Suku_T,127.11,127.2,127.2,127.6,130.0,129.0
BKO_E3_D6_12_Suku_T,141.7,141.8,141.6,140.4,144.0,144.0
