piece,bpm,X_a,Y_a,Z_a,X_b,Y_b,Z_b,bpm_mode,bpm_median,mode_x,mode_y,mode_z,median_x,median_y,median_z
BKO_E3_D5_03_Wasulunka_T,158.87,139.8,153.8,90.8,139.8,153.8,90.8,93.0,103.0,176.0,176.0,176.0,150.0,150.0,150.0
BKO_E2_D4_05_Sandia_T,129.53,92.6,131.6,90.4,92.6,131.6,90.4,65.0,98.0,81.0,81.0,81.0,81.0,81.0,81.0
BKO_E2_D4_01_Suku_T,187.76,90.67,105.67,93.17,90.67,105.67,93.17,98.0,96.5,98.0,98.0,98.0,95.0,95.0,95.0
BKO_E2_D4_03_Wasulunka_T,131.02,112.6,70.4,115.4,112.6,70.4,115.4,71.0,75.0,70.0,70.0,70.0,80.0,80.0,80.0
BKO_E1_D2_04_Maraka_T,141.98,118.4,100.4,107.2,118.4,100.4,107.2,77.0,82.0,178.0,178.0,178.0,82.0,82.0,82.0
BKO_E3_D5_01_Maraka_T,166.88,74.4,87.6,122.0,62.4,87.6,122.0,87.0,87.0,78.0,78.0,78.0,78.0,78.0,78.0
BKO_E3_D6_02_Suku_T,194.03,97.4,95.0,94.6,97.4,95.0,94.6,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
BKO_E2_D4_06_Manjanin_T,163.74,89.6,82.2,103.2,89.6,82.2,103.2,83.0,87.0,83.0,83.0,83.0,83.0,83.0,83.0
BKO_E1_D1_01_Suku_T,155.02,95.8,144.0,95.8,95.8,144.0,95.8,69.0,86.0,69.0,69.0,69.0,85.0,85.0,85.0
BKO_E3_D5_13_Suku_T,159.42,86.4,117.0,93.6,86.4,117.0,93.6,97.0,93.0,99.0,99.0,99.0,95.0,95.0,95.0
BKO_E1_D1_02_Maraka_T,136.3,83.4,68.0,93.2,83.4,68.0,93.2,92.0,72.0,71.0,71.0,71.0,91.0,91.0,91.0
BKO_E2_D3_05_Sandia_T,127.22,119.8,77.6,108.0,119.8,77.6,108.0,118.0,93.0,118.0,118.0,118.0,118.0,118.0,118.0
BKO_E2_D3_14_Maraka_T,166.7,159.2,97.0,100.2,159.2,97.0,100.2,65.0,116.0,93.0,93.0,93.0,177.0,177.0,177.0
BKO_E3_D6_03_Wasulunka_T,150.83,91.0,148.0,102.6,91.0,148.0,102.6,84.0,98.0,84.0,84.0,84.0,95.0,95.0,95.0
BKO_E3_D5_04_Dansa_T,136.41,104.2,92.0,105.0,104.2,92.0,105.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
BKO_E2_D4_04_Dansa_T,144.98,87.4,74.4,94.4,87.4,74.4,94.4,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0
BKO_E3_D6_01_Maraka_T,148.5,127.2,74.2,101.2,127.2,74.2,101.2,78.0,90.0,97.0,97.0,97.0,97.0,97.0,97.0
BKO_E1_D2_06_Dansa_T,123.73,103.4,84.4,97.6,103.4,84.4,97.6,93.0,93.0,93.0,93.0,93.0,97.0,97.0,97.0
BKO_E2_D4_02_Maraka_T,182.09,134.5,113.83,104.5,134.5,113.83,104.5,92.0,98.5,116.0,116.0,116.0,116.0,116.0,116.0
BKO_E2_D4_12_Suku_T,193.89,95.67,122.17,97.0,95.67,122.17,97.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
BKO_E2_D3_02_Suku_T,210.49,61.2,105.2,105.2,37.2,105.2,105.2,107.0,104.0,60.0,60.0,60.0,61.0,61.0,61.0
BKO_E1_D2_05_Wasulunka_T,130.2,104.0,115.0,113.8,104.0,115.0,113.8,107.0,115.0,91.0,91.0,91.0,107.0,107.0,107.0
BKO_E1_D1_04_Dansa_T,113.16,123.8,112.4,112.0,123.8,112.4,112.0,111.0,111.0,112.0,112.0,112.0,112.0,112.0,112.0
BKO_E1_D2_03_Suku_T,145.62,132.4,74.0,103.2,132.4,74.0,103.2,69.0,80.0,179.0,179.0,179.0,164.0,164.0,164.0
BKO_E2_D3_06_Manjanin_T,178.67,107.0,127.6,130.2,107.0,127.6,130.2,104.0,104.0,79.0,79.0,79.0,97.0,97.0,97.0
BKO_E1_D1_06_Manjanin_T,149.36,74.4,74.6,74.6,74.4,74.6,74.6,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0
BKO_E3_D6_04_Sandia_T,135.73,65.2,100.8,92.4,65.2,100.8,92.4,73.0,73.0,61.0,61.0,61.0,66.0,66.0,66.0
BKO_E2_D3_01_Maraka_T,165.22,102.5,130.0,81.33,102.5,130.0,81.33,81.0,84.5,120.0,120.0,120.0,120.0,120.0,120.0
BKO_E3_D6_06_Manjanin_T,213.16,95.6,141.4,119.4,95.6,141.4,119.4,105.0,106.0,60.0,60.0,60.0,106.0,106.0,106.0
BKO_E3_D5_05_Sandia_T,133.46,140.0,70.8,120.6,140.0,70.8,120.6,98.0,111.0,98.0,98.0,98.0,151.0,151.0,151.0
BKO_E1_D1_03_Wasulunka_T,121.57,82.6,85.8,88.6,82.6,85.8,88.6,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0
BKO_E1_D1_05_Sandia_T,119.93,117.8,106.2,117.8,117.8,106.2,117.8,109.0,121.0,109.0,109.0,109.0,122.0,122.0,122.0
BKO_E1_D2_07_Sandia_T,127.36,89.2,99.4,125.4,89.2,99.4,125.4,79.0,80.0,79.0,79.0,79.0,79.0,79.0,79.0
BKO_E2_D3_03_Wasulunka_T,171.0,97.4,126.4,93.8,97.4,126.4,93.8,89.0,89.0,82.0,82.0,82.0,87.0,87.0,87.0
BKO_E3_D5_06_Manjanin_T,146.97,94.0,86.4,91.8,94.0,86.4,91.8,78.0,78.0,77.0,77.0,77.0,77.0,77.0,77.0
BKO_E3_D6_10_Dansa_T,124.28,85.4,115.4,100.2,85.4,115.4,100.2,97.0,97.0,62.0,62.0,62.0,64.0,64.0,64.0
BKO_E3_D5_02_Suku_T,163.02,80.4,126.8,100.0,80.4,126.8,100.0,93.0,93.0,72.0,72.0,72.0,72.0,72.0,72.0
