piece,bpm,X_a,Y_a,Z_a,X_b,Y_b,Z_b,bpm_mode,bpm_median,mode_x,mode_y,mode_z,median_x,median_y,median_z
BKO_E3_D5_03_Wasulunka_T,158.87,89.2,60.0,110.2,89.2,0.0,110.2,60.0,70.0,68.0,68.0,68.0,70.0,70.0,70.0
BKO_E2_D4_05_Sandia_T,129.53,113.6,81.2,75.4,113.6,81.2,75.4,65.0,80.0,129.0,129.0,129.0,129.0,129.0,129.0
BKO_E2_D4_01_Suku_T,187.76,128.83,95.67,93.17,128.83,95.67,93.17,98.0,96.0,93.0,93.0,93.0,129.5,129.5,129.5
BKO_E2_D4_03_Wasulunka_T,131.02,68.6,66.0,118.0,56.6,54.0,118.0,60.0,72.0,60.0,60.0,60.0,70.0,70.0,70.0
BKO_E1_D2_04_Maraka_T,141.98,76.0,80.0,88.4,76.0,80.0,88.4,82.0,82.0,66.0,66.0,66.0,77.0,77.0,77.0
BKO_E3_D5_01_Maraka_T,166.88,106.2,84.0,108.4,106.2,84.0,108.4,87.0,90.0,88.0,88.0,88.0,88.0,88.0,88.0
BKO_E3_D6_02_Suku_T,194.03,112.2,90.6,111.8,112.2,90.6,111.8,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
BKO_E2_D4_06_Manjanin_T,163.74,82.2,73.0,107.8,82.2,73.0,107.8,64.0,84.0,80.0,80.0,80.0,82.0,82.0,82.0
BKO_E1_D1_01_Suku_T,155.02,78.6,78.2,95.8,78.6,78.2,95.8,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
BKO_E3_D5_13_Suku_T,159.42,98.4,101.0,106.0,98.4,101.0,106.0,65.0,90.0,69.0,69.0,69.0,85.0,85.0,85.0
BKO_E1_D1_02_Maraka_T,136.3,67.8,88.6,94.4,67.8,88.6,94.4,72.0,75.0,62.0,62.0,62.0,71.0,71.0,71.0
BKO_E2_D3_05_Sandia_T,127.22,125.8,68.0,104.2,125.8,68.0,104.2,67.0,89.0,88.0,88.0,88.0,119.0,119.0,119.0
BKO_E2_D3_14_Maraka_T,166.7,131.8,100.8,89.2,131.8,100.8,89.2,87.0,92.0,116.0,116.0,116.0,122.0,122.0,122.0
BKO_E3_D6_03_Wasulunka_T,150.83,115.8,96.2,145.4,115.8,96.2,145.4,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0
BKO_E3_D5_04_Dansa_T,136.41,81.0,79.8,107.2,81.0,79.8,107.2,72.0,89.0,71.0,71.0,71.0,74.0,74.0,74.0
BKO_E2_D4_04_Dansa_T,144.98,72.6,91.8,137.4,72.6,91.8,137.4,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0
BKO_E3_D6_01_Maraka_T,148.5,107.8,106.8,86.2,107.8,106.8,86.2,78.0,79.0,75.0,75.0,75.0,80.0,80.0,80.0
BKO_E1_D2_06_Dansa_T,123.73,93.6,84.6,85.4,93.6,84.6,85.4,63.0,89.0,93.0,93.0,93.0,93.0,93.0,93.0
BKO_E2_D4_02_Maraka_T,182.09,129.5,98.83,106.17,129.5,98.83,106.17,93.0,93.0,91.0,91.0,91.0,128.5,128.5,128.5
BKO_E2_D4_12_Suku_T,193.89,98.33,107.33,96.67,78.33,107.33,96.67,98.0,98.0,60.0,60.0,60.0,68.5,68.5,68.5
BKO_E2_D3_02_Suku_T,210.49,105.0,139.4,105.2,105.0,139.4,105.2,107.0,107.0,107.0,107.0,107.0,105.0,105.0,105.0
BKO_E1_D2_05_Wasulunka_T,130.2,100.4,106.6,105.4,100.4,106.6,105.4,81.0,116.0,83.0,83.0,83.0,104.0,104.0,104.0
BKO_E1_D1_04_Dansa_T,113.16,112.8,125.6,112.0,112.8,125.6,112.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0
BKO_E1_D2_03_Suku_T,145.62,83.6,87.6,83.8,83.6,87.6,83.8,69.0,79.0,69.0,69.0,69.0,80.0,80.0,80.0
BKO_E2_D3_06_Manjanin_T,178.67,89.0,115.6,116.0,89.0,115.6,116.0,81.0,99.0,81.0,81.0,81.0,82.0,82.0,82.0
BKO_E1_D1_06_Manjanin_T,149.36,89.2,74.4,74.4,89.2,74.4,74.4,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0
BKO_E3_D6_04_Sandia_T,135.73,125.0,67.2,84.8,125.0,67.2,84.8,72.0,74.0,72.0,72.0,72.0,152.0,152.0,152.0
BKO_E2_D3_01_Maraka_T,165.22,104.33,112.5,81.83,104.33,112.5,81.83,83.0,84.5,83.0,83.0,83.0,95.5,95.5,95.5
BKO_E3_D6_06_Manjanin_T,213.16,101.8,116.4,103.8,101.8,116.4,103.8,102.0,105.0,106.0,106.0,106.0,106.0,106.0,106.0
BKO_E3_D5_05_Sandia_T,133.46,120.8,111.2,114.2,120.8,111.2,114.2,110.0,112.0,160.0,160.0,160.0,112.0,112.0,112.0
BKO_E1_D1_03_Wasulunka_T,121.57,106.6,100.8,122.0,106.6,100.8,122.0,114.0,107.0,94.0,94.0,94.0,107.0,107.0,107.0
BKO_E1_D1_05_Sandia_T,119.93,92.4,119.4,117.8,92.4,119.4,117.8,123.0,121.0,61.0,61.0,61.0,94.0,94.0,94.0
BKO_E1_D2_07_Sandia_T,127.36,117.2,94.6,107.4,117.2,94.6,107.4,79.0,95.0,63.0,63.0,63.0,110.0,110.0,110.0
BKO_E2_D3_03_Wasulunka_T,171.0,88.4,96.0,132.2,88.4,96.0,132.2,92.0,94.0,86.0,86.0,86.0,88.0,88.0,88.0
BKO_E3_D5_06_Manjanin_T,146.97,89.8,99.4,128.6,89.8,99.4,128.6,73.0,94.0,73.0,73.0,73.0,76.0,76.0,76.0
BKO_E3_D6_10_Dansa_T,124.28,85.2,120.4,113.8,85.2,120.4,113.8,97.0,110.0,117.0,117.0,117.0,65.0,65.0,65.0
BKO_E3_D5_02_Suku_T,163.02,83.0,91.8,126.8,83.0,91.8,126.8,92.0,93.0,70.0,70.0,70.0,87.0,87.0,87.0
BKO_E3_D6_12_Suku_T,196.24,112.4,60.0,105.2,112.4,0.0,105.2,60.0,105.0,108.0,108.0,108.0,108.0,108.0,108.0
