piece,bpm,X_a,Y_a,Z_a,X_b,Y_b,Z_b,bpm_mode,bpm_median,mode_x,mode_y,mode_z,median_x,median_y,median_z
BKO_E1_D1_08_Suku_T,162.96,104.4,94.8,104.6,104.4,94.8,104.6,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
BKO_E3_D5_03_Wasulunka_T,245.03,85.8,119.0,123.6,85.8,119.0,123.6,70.0,121.0,70.0,70.0,70.0,70.0,70.0,70.0
BKO_E2_D4_05_Sandia_T,111.86,102.2,106.8,111.4,102.2,106.8,111.4,101.0,104.0,101.0,101.0,101.0,101.0,101.0,101.0
BKO_E2_D4_01_Suku_T,164.27,81.17,138.0,108.33,81.17,138.0,108.33,144.0,120.5,71.0,71.0,71.0,81.0,81.0,81.0
BKO_E2_D4_03_Wasulunka_T,187.46,95.2,112.4,114.2,95.2,112.4,114.2,100.0,100.0,91.0,91.0,91.0,95.0,95.0,95.0
BKO_E1_D2_04_Maraka_T,171.64,109.0,131.4,127.4,109.0,131.4,127.4,127.0,127.0,93.0,93.0,93.0,107.0,107.0,107.0
BKO_E3_D5_01_Maraka_T,218.67,118.0,131.6,109.6,118.0,131.6,109.6,111.0,126.0,93.0,93.0,93.0,128.0,128.0,128.0
BKO_E3_D6_02_Suku_T,224.47,110.8,112.0,115.8,110.8,112.0,115.8,113.0,113.0,117.0,117.0,117.0,117.0,117.0,117.0
BKO_E2_D4_06_Manjanin_T,187.78,112.6,112.4,103.0,112.6,112.4,103.0,79.0,103.0,119.0,119.0,119.0,119.0,119.0,119.0
BKO_E1_D1_01_Suku_T,196.67,98.8,124.2,127.0,98.8,124.2,127.0,98.0,110.0,100.0,100.0,100.0,99.0,99.0,99.0
BKO_E3_D5_13_Suku_T,206.98,116.2,130.4,117.2,116.2,130.4,117.2,112.0,115.0,111.0,111.0,111.0,113.0,113.0,113.0
BKO_E1_D5_05_Sandia_T,152.44,121.6,113.0,112.0,121.6,113.0,112.0,101.0,117.0,101.0,101.0,101.0,118.0,118.0,118.0
BKO_E1_D1_02_Maraka_T,167.66,107.8,119.0,118.4,107.8,119.0,118.4,127.0,121.0,87.0,87.0,87.0,121.0,121.0,121.0
BKO_E2_D3_05_Sandia_T,112.81,111.6,110.8,117.8,111.6,110.8,117.8,117.0,116.0,103.0,103.0,103.0,116.0,116.0,116.0
BKO_E2_D3_14_Maraka_T,137.06,120.4,116.6,118.8,120.4,116.6,118.8,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0
BKO_E3_D6_03_Wasulunka_T,235.32,116.4,123.2,113.8,116.4,123.2,113.8,124.0,123.0,102.0,102.0,102.0,122.0,122.0,122.0
BKO_E1_D5_01_Maraka_T,158.72,110.6,100.4,132.8,110.6,100.4,132.8,109.0,118.0,109.0,109.0,109.0,109.0,109.0,109.0
BKO_E3_D5_04_Dansa_T,170.65,115.8,84.2,113.0,115.8,84.2,113.0,78.0,110.0,78.0,78.0,78.0,128.0,128.0,128.0
BKO_E2_D4_04_Dansa_T,125.36,109.4,104.2,121.2,109.4,104.2,121.2,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0
BKO_E3_D6_01_Maraka_T,190.96,134.8,96.2,113.4,134.8,96.2,113.4,101.0,114.0,125.0,125.0,125.0,132.0,132.0,132.0
BKO_E1_D2_06_Dansa_T,140.57,96.2,116.4,127.4,96.2,116.4,127.4,140.0,109.0,88.0,88.0,88.0,97.0,97.0,97.0
BKO_E2_D4_02_Maraka_T,146.25,112.2,127.8,113.4,112.2,127.8,113.4,139.0,120.0,80.0,80.0,80.0,119.0,119.0,119.0
BKO_E2_D4_12_Suku_T,157.16,122.2,105.8,98.0,122.2,105.8,98.0,87.0,110.0,87.0,87.0,87.0,134.0,134.0,134.0
BKO_E1_D1_07_Suku_T,148.65,109.2,110.0,104.2,109.2,110.0,104.2,90.0,110.0,118.0,118.0,118.0,111.0,111.0,111.0
BKO_E1_D5_02_Dansa_T,161.91,103.4,102.4,109.2,103.4,102.4,109.2,99.0,105.0,99.0,99.0,99.0,105.0,105.0,105.0
BKO_E2_D3_02_Suku_T,180.15,109.8,101.2,108.8,109.8,101.2,108.8,103.0,104.0,98.0,98.0,98.0,112.0,112.0,112.0
BKO_E1_D2_05_Wasulunka_T,167.54,112.4,123.2,119.6,112.4,123.2,119.6,105.0,122.0,90.0,90.0,90.0,122.0,122.0,122.0
BKO_E1_D1_04_Dansa_T,115.19,113.67,78.17,113.17,113.67,78.17,113.17,70.0,109.5,94.0,94.0,94.0,115.0,115.0,115.0
BKO_E1_D2_03_Suku_T,164.16,129.0,119.8,117.8,129.0,119.8,117.8,138.0,117.0,138.0,138.0,138.0,138.0,138.0,138.0
BKO_E2_D3_06_Manjanin_T,217.96,117.4,113.2,126.8,117.4,113.2,126.8,114.0,114.0,95.0,95.0,95.0,114.0,114.0,114.0
BKO_E1_D1_06_Manjanin_T,189.06,127.8,131.8,104.8,127.8,131.8,104.8,94.0,121.0,142.0,142.0,142.0,142.0,142.0,142.0
BKO_E2_D3_13_Suku_T,185.46,119.2,109.6,116.2,119.2,109.6,116.2,114.0,117.0,132.0,132.0,132.0,117.0,117.0,117.0
BKO_E2_D3_11_Suku_T,195.16,121.6,106.0,104.2,121.6,106.0,104.2,80.0,116.0,118.0,118.0,118.0,118.0,118.0,118.0
BKO_E3_D6_04_Sandia_T,158.0,124.2,112.2,96.2,124.2,112.2,96.2,78.0,106.0,144.0,144.0,144.0,120.0,120.0,120.0
BKO_E2_D3_01_Maraka_T,150.59,120.2,125.8,118.4,120.2,125.8,118.4,102.0,124.0,102.0,102.0,102.0,126.0,126.0,126.0
BKO_E3_D6_06_Manjanin_T,193.51,100.4,131.4,98.4,100.4,131.4,98.4,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0
BKO_E3_D5_05_Sandia_T,156.29,108.8,139.2,109.0,108.8,139.2,109.0,117.0,117.0,103.0,103.0,103.0,105.0,105.0,105.0
BKO_E1_D1_03_Wasulunka_T,177.72,94.8,112.6,107.4,94.8,112.6,107.4,89.0,106.0,89.0,89.0,89.0,89.0,89.0,89.0
BKO_E1_D1_05_Sandia_T,139.22,124.2,132.6,119.2,124.2,132.6,119.2,137.0,131.0,137.0,137.0,137.0,137.0,137.0,137.0
BKO_E1_D2_07_Sandia_T,139.5,133.2,116.8,125.0,133.2,116.8,125.0,102.0,121.0,120.0,120.0,120.0,141.0,141.0,141.0
BKO_E2_D3_03_Wasulunka_T,135.46,115.2,119.2,124.2,115.2,119.2,124.2,120.0,120.0,105.0,105.0,105.0,118.0,118.0,118.0
BKO_E1_D5_04_Suku_T,195.26,123.2,103.4,108.6,123.2,103.4,108.6,106.0,107.0,118.0,118.0,118.0,118.0,118.0,118.0
BKO_E3_D5_06_Manjanin_T,175.1,110.8,127.0,104.4,110.8,127.0,104.4,85.0,115.0,85.0,85.0,85.0,115.0,115.0,115.0
BKO_E3_D5_02_Suku_T,246.65,126.8,125.4,111.6,126.8,125.4,111.6,125.0,125.0,107.0,107.0,107.0,122.0,122.0,122.0
BKO_E3_D6_12_Suku_T,233.69,124.2,108.0,134.6,124.2,108.0,134.6,95.0,128.0,115.0,115.0,115.0,125.0,125.0,125.0
