piece,bpm,X_a,Y_a,Z_a,X_b,Y_b,Z_b,bpm_mode,bpm_median,mode_x,mode_y,mode_z,median_x,median_y,median_z
BKO_E1_D1_08_Suku_T,162.96,125.0,122.2,104.8,125.0,122.2,104.8,125.0,125.0,116.0,116.0,116.0,125.0,125.0,125.0
BKO_E3_D5_03_Wasulunka_T,245.03,121.6,107.4,122.2,121.6,107.4,122.2,103.0,121.0,103.0,103.0,103.0,128.0,128.0,128.0
BKO_E2_D4_05_Sandia_T,111.86,113.2,97.8,111.6,113.2,97.8,111.6,88.0,104.0,108.0,108.0,108.0,108.0,108.0,108.0
BKO_E2_D4_01_Suku_T,164.27,138.5,126.0,113.33,138.5,126.0,113.33,144.0,134.0,144.0,144.0,144.0,137.0,137.0,137.0
BKO_E2_D4_03_Wasulunka_T,187.46,102.6,106.0,124.6,102.6,106.0,124.6,99.0,107.0,99.0,99.0,99.0,100.0,100.0,100.0
BKO_E1_D2_04_Maraka_T,171.64,139.4,126.8,122.4,139.4,126.8,122.4,135.0,135.0,144.0,144.0,144.0,138.0,138.0,138.0
BKO_E3_D5_01_Maraka_T,218.67,110.8,132.2,111.0,110.8,132.2,111.0,139.0,112.0,78.0,78.0,78.0,109.0,109.0,109.0
BKO_E3_D6_02_Suku_T,224.47,130.0,120.8,121.2,130.0,120.8,121.2,105.0,129.0,116.0,116.0,116.0,137.0,137.0,137.0
BKO_E2_D4_06_Manjanin_T,187.78,106.2,132.2,98.0,106.2,132.2,98.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0
BKO_E1_D1_01_Suku_T,196.67,104.2,102.2,105.4,104.2,102.2,105.4,103.0,103.0,103.0,103.0,103.0,104.0,104.0,104.0
BKO_E3_D5_13_Suku_T,206.98,126.0,116.0,112.0,126.0,116.0,112.0,114.0,115.0,126.0,126.0,126.0,126.0,126.0,126.0
BKO_E1_D5_05_Sandia_T,152.44,99.6,119.2,106.8,99.6,119.2,106.8,114.0,114.0,99.0,99.0,99.0,99.0,99.0,99.0
BKO_E1_D1_02_Maraka_T,167.66,123.6,125.6,126.0,123.6,125.6,126.0,125.0,125.0,131.0,131.0,131.0,130.0,130.0,130.0
BKO_E2_D3_05_Sandia_T,112.81,121.8,107.8,119.6,121.8,107.8,119.6,124.0,122.0,99.0,99.0,99.0,124.0,124.0,124.0
BKO_E2_D3_14_Maraka_T,137.06,109.6,121.2,122.0,109.6,121.2,122.0,108.0,119.0,108.0,108.0,108.0,108.0,108.0,108.0
BKO_E3_D6_03_Wasulunka_T,235.32,106.4,123.0,126.8,106.4,123.0,126.8,125.0,125.0,95.0,95.0,95.0,101.0,101.0,101.0
BKO_E1_D5_01_Maraka_T,158.72,109.8,99.4,132.4,109.8,99.4,132.4,127.0,127.0,93.0,93.0,93.0,107.0,107.0,107.0
BKO_E3_D5_04_Dansa_T,170.65,126.6,95.6,121.6,126.6,95.6,121.6,90.0,111.0,105.0,105.0,105.0,140.0,140.0,140.0
BKO_E2_D4_04_Dansa_T,125.36,121.8,102.8,118.4,121.8,102.8,118.4,111.0,114.0,111.0,111.0,111.0,117.0,117.0,117.0
BKO_E3_D6_01_Maraka_T,190.96,122.4,130.2,115.2,122.4,130.2,115.2,126.0,126.0,116.0,116.0,116.0,124.0,124.0,124.0
BKO_E1_D2_06_Dansa_T,140.57,114.0,104.4,106.4,114.0,104.4,106.4,107.0,107.0,106.0,106.0,106.0,108.0,108.0,108.0
BKO_E2_D4_02_Maraka_T,146.25,110.6,105.0,102.6,110.6,105.0,102.6,88.0,105.0,95.0,95.0,95.0,113.0,113.0,113.0
BKO_E2_D4_12_Suku_T,157.16,102.6,130.2,96.6,102.6,130.2,96.6,119.0,105.0,75.0,75.0,75.0,91.0,91.0,91.0
BKO_E1_D1_07_Suku_T,148.65,116.2,117.0,110.2,116.2,117.0,110.2,117.0,115.0,110.0,110.0,110.0,112.0,112.0,112.0
BKO_E1_D5_02_Dansa_T,161.91,113.0,110.4,102.2,113.0,110.4,102.2,104.0,104.0,104.0,104.0,104.0,113.0,113.0,113.0
BKO_E2_D3_02_Suku_T,180.15,124.8,95.8,110.0,124.8,95.8,110.0,101.0,104.0,104.0,104.0,104.0,130.0,130.0,130.0
BKO_E1_D2_05_Wasulunka_T,167.54,112.0,112.6,126.6,112.0,112.6,126.6,125.0,121.0,84.0,84.0,84.0,119.0,119.0,119.0
BKO_E1_D1_04_Dansa_T,115.19,126.17,129.67,112.0,126.17,129.67,112.0,144.0,116.5,144.0,144.0,144.0,127.5,127.5,127.5
BKO_E1_D2_03_Suku_T,164.16,137.2,138.6,113.2,137.2,138.6,113.2,115.0,136.0,144.0,144.0,144.0,140.0,140.0,140.0
BKO_E2_D3_06_Manjanin_T,217.96,116.2,111.6,107.6,116.2,111.6,107.6,106.0,109.0,129.0,129.0,129.0,129.0,129.0,129.0
BKO_E1_D1_06_Manjanin_T,189.06,105.2,96.6,90.6,105.2,96.6,90.6,95.0,95.0,94.0,94.0,94.0,94.0,94.0,94.0
BKO_E2_D3_13_Suku_T,185.46,123.8,109.2,107.2,123.8,109.2,107.2,97.0,113.0,109.0,109.0,109.0,117.0,117.0,117.0
BKO_E2_D3_11_Suku_T,195.16,85.8,101.6,114.0,85.8,101.6,114.0,84.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
BKO_E3_D6_04_Sandia_T,158.0,107.2,111.2,107.2,107.2,111.2,107.2,116.0,116.0,122.0,122.0,122.0,110.0,110.0,110.0
BKO_E2_D3_01_Maraka_T,150.59,137.4,106.2,122.4,137.4,106.2,122.4,129.0,129.0,131.0,131.0,131.0,139.0,139.0,139.0
BKO_E3_D6_06_Manjanin_T,193.51,107.2,107.8,115.4,107.2,107.8,115.4,99.0,100.0,94.0,94.0,94.0,103.0,103.0,103.0
BKO_E3_D5_05_Sandia_T,156.29,108.8,112.4,111.0,108.8,112.4,111.0,102.0,110.0,103.0,103.0,103.0,110.0,110.0,110.0
BKO_E1_D1_03_Wasulunka_T,177.72,97.2,93.2,104.0,97.2,93.2,104.0,88.0,90.0,89.0,89.0,89.0,89.0,89.0,89.0
BKO_E1_D1_05_Sandia_T,139.22,107.4,114.4,115.8,107.4,114.4,115.8,102.0,114.0,93.0,93.0,93.0,110.0,110.0,110.0
BKO_E1_D2_07_Sandia_T,139.5,123.0,137.2,130.2,123.0,137.2,130.2,132.0,135.0,86.0,86.0,86.0,132.0,132.0,132.0
BKO_E2_D3_03_Wasulunka_T,135.46,119.0,115.8,139.8,119.0,115.8,139.8,144.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0
BKO_E1_D5_04_Suku_T,195.26,115.0,97.4,105.0,115.0,97.4,105.0,97.0,105.0,105.0,105.0,105.0,111.0,111.0,111.0
BKO_E3_D5_06_Manjanin_T,175.1,118.6,109.4,102.2,118.6,109.4,102.2,109.0,113.0,88.0,88.0,88.0,131.0,131.0,131.0
BKO_E3_D5_02_Suku_T,246.65,100.0,112.0,111.6,100.0,112.0,111.6,115.0,115.0,82.0,82.0,82.0,97.0,97.0,97.0
BKO_E3_D6_12_Suku_T,233.69,133.2,109.6,111.8,133.2,109.6,111.8,129.0,129.0,136.0,136.0,136.0,136.0,136.0,136.0
