piece,bpm,X_a,Y_a,Z_a,X_b,Y_b,Z_b,bpm_mode,bpm_median,mode_x,mode_y,mode_z,median_x,median_y,median_z
BKO_E1_D1_08_Suku_T,162.96,122.8,116.4,70.0,122.8,116.4,0.0,70.0,114.0,127.0,127.0,127.0,127.0,127.0,127.0
BKO_E3_D5_03_Wasulunka_T,245.03,117.4,97.6,70.0,117.4,97.6,0.0,70.0,88.0,126.0,126.0,126.0,126.0,126.0,126.0
BKO_E2_D4_05_Sandia_T,111.86,113.2,98.4,125.8,113.2,98.4,125.8,144.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0
BKO_E2_D4_01_Suku_T,164.27,88.5,87.33,84.33,88.5,75.67,84.33,93.0,88.5,86.0,86.0,86.0,88.5,88.5,88.5
BKO_E2_D4_03_Wasulunka_T,187.46,102.6,106.0,94.4,102.6,106.0,80.4,98.0,100.0,99.0,99.0,99.0,100.0,100.0,100.0
BKO_E1_D2_04_Maraka_T,171.64,101.2,110.6,100.8,101.2,110.6,100.8,106.0,101.0,100.0,100.0,100.0,101.0,101.0,101.0
BKO_E3_D5_01_Maraka_T,218.67,110.8,106.0,111.0,110.8,106.0,111.0,109.0,109.0,78.0,78.0,78.0,109.0,109.0,109.0
BKO_E3_D6_02_Suku_T,224.47,88.2,111.6,70.0,88.2,111.6,0.0,70.0,87.0,77.0,77.0,77.0,87.0,87.0,87.0
BKO_E2_D4_06_Manjanin_T,187.78,92.8,94.8,70.0,92.8,94.8,0.0,70.0,89.0,81.0,81.0,81.0,95.0,95.0,95.0
BKO_E1_D1_01_Suku_T,196.67,104.2,102.2,112.4,104.2,102.2,112.4,103.0,104.0,103.0,103.0,103.0,104.0,104.0,104.0
BKO_E3_D5_13_Suku_T,206.98,115.8,108.8,70.0,115.8,108.8,0.0,70.0,104.0,103.0,103.0,103.0,113.0,113.0,113.0
BKO_E1_D5_05_Sandia_T,152.44,99.6,119.2,70.0,99.6,119.2,0.0,70.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
BKO_E1_D1_02_Maraka_T,167.66,123.6,113.2,126.0,123.6,85.2,126.0,125.0,125.0,131.0,131.0,131.0,130.0,130.0,130.0
BKO_E2_D3_05_Sandia_T,112.81,91.6,81.0,124.0,91.6,81.0,124.0,85.0,86.0,85.0,85.0,85.0,86.0,86.0,86.0
BKO_E2_D3_14_Maraka_T,137.06,109.6,120.2,70.0,109.6,120.2,0.0,70.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0
BKO_E3_D6_03_Wasulunka_T,235.32,106.4,123.0,70.0,106.4,123.0,0.0,70.0,96.0,95.0,95.0,95.0,101.0,101.0,101.0
