piece,bpm,X_a,Y_a,Z_a,X_b,Y_b,Z_b,bpm_mode,bpm_median,mode_x,mode_y,mode_z,median_x,median_y,median_z
BKO_E3_D5_03_Wasulunka_T,114.2,98.0,89.4,116.0,98.0,89.4,116.0,78.0,92.0,75.0,75.0,75.0,77.0,77.0,77.0
BKO_E2_D4_05_Sandia_T,91.98,77.6,95.0,82.2,77.6,95.0,82.2,70.0,73.0,70.0,70.0,70.0,73.0,73.0,73.0
BKO_E2_D4_01_Suku_T,128.84,111.8,129.4,129.0,111.8,129.4,129.0,129.0,129.0,130.0,130.0,130.0,129.0,129.0,129.0
BKO_E2_D4_03_Wasulunka_T,108.26,105.0,110.2,101.6,105.0,110.2,101.6,109.0,109.0,112.0,112.0,112.0,107.0,107.0,107.0
BKO_E1_D2_04_Maraka_T,101.71,96.6,90.0,104.2,96.6,90.0,104.2,74.0,101.0,88.0,88.0,88.0,101.0,101.0,101.0
BKO_E3_D5_01_Maraka_T,113.68,98.6,107.6,99.4,98.6,107.6,99.4,85.0,100.0,90.0,90.0,90.0,90.0,90.0,90.0
BKO_E3_D6_02_Suku_T,136.13,101.0,128.4,109.0,101.0,128.4,109.0,83.0,106.0,82.0,82.0,82.0,99.0,99.0,99.0
BKO_E2_D4_06_Manjanin_T,129.54,128.6,129.2,90.6,128.6,129.2,90.6,132.0,127.0,132.0,132.0,132.0,130.0,130.0,130.0
BKO_E1_D1_01_Suku_T,124.51,99.2,105.6,92.2,99.2,105.6,92.2,92.0,93.0,95.0,95.0,95.0,95.0,95.0,95.0
BKO_E3_D5_13_Suku_T,120.05,116.2,109.4,119.2,116.2,109.4,119.2,119.0,119.0,90.0,90.0,90.0,121.0,121.0,121.0
BKO_E1_D1_02_Maraka_T,102.87,116.2,104.4,82.4,116.2,104.4,82.4,79.0,101.0,101.0,101.0,101.0,102.0,102.0,102.0
BKO_E2_D3_05_Sandia_T,94.28,92.0,104.2,77.6,92.0,104.2,77.6,105.0,105.0,72.0,72.0,72.0,105.0,105.0,105.0
BKO_E2_D3_14_Maraka_T,111.02,111.0,111.0,111.2,111.0,111.0,111.2,109.0,111.0,109.0,109.0,109.0,112.0,112.0,112.0
BKO_E3_D6_03_Wasulunka_T,110.77,109.0,107.6,70.0,109.0,107.6,0.0,70.0,93.0,93.0,93.0,93.0,109.0,109.0,109.0
BKO_E2_D4_04_Dansa_T,97.34,72.6,71.6,70.0,72.6,71.6,0.0,70.0,71.0,75.0,75.0,75.0,72.0,72.0,72.0
BKO_E3_D6_01_Maraka_T,115.33,116.0,115.6,119.0,116.0,115.6,119.0,117.0,116.0,117.0,117.0,117.0,117.0,117.0,117.0
BKO_E2_D4_02_Maraka_T,111.05,111.2,111.6,111.0,111.2,111.6,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0
BKO_E2_D4_12_Suku_T,123.38,123.4,105.4,123.4,123.4,105.4,123.4,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0
BKO_E2_D3_02_Suku_T,124.38,124.4,124.4,124.6,124.4,124.4,124.6,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0
BKO_E1_D2_05_Wasulunka_T,129.41,117.6,116.4,98.6,117.6,116.4,98.6,132.0,101.0,132.0,132.0,132.0,130.0,130.0,130.0
BKO_E1_D1_04_Dansa_T,105.12,104.4,103.4,106.2,104.4,103.4,92.2,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0
BKO_E1_D2_03_Suku_T,120.78,114.6,120.8,118.0,114.6,120.8,104.0,117.0,118.0,117.0,117.0,117.0,117.0,117.0,117.0
BKO_E2_D3_06_Manjanin_T,120.08,97.0,102.2,90.0,97.0,102.2,90.0,91.0,91.0,92.0,92.0,92.0,92.0,92.0,92.0
BKO_E1_D1_06_Manjanin_T,137.2,109.2,114.2,80.6,109.2,114.2,66.6,70.0,111.0,70.0,70.0,70.0,134.0,134.0,134.0
BKO_E3_D6_04_Sandia_T,106.26,106.4,111.4,92.6,106.4,111.4,78.6,111.0,111.0,74.0,74.0,74.0,112.0,112.0,112.0
BKO_E2_D3_01_Maraka_T,116.47,116.4,116.6,116.4,116.4,116.6,116.4,116.0,116.0,115.0,115.0,115.0,116.0,116.0,116.0
BKO_E3_D6_06_Manjanin_T,156.66,102.4,104.8,94.6,102.4,104.8,94.6,107.0,100.0,78.0,78.0,78.0,78.0,78.0,78.0
BKO_E3_D5_05_Sandia_T,102.12,94.4,89.4,85.6,94.4,89.4,85.6,70.0,92.0,70.0,70.0,70.0,99.0,99.0,99.0
BKO_E1_D1_03_Wasulunka_T,99.58,112.6,99.8,70.0,112.6,99.8,0.0,70.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0
BKO_E1_D1_05_Sandia_T,98.42,118.8,94.0,116.6,118.8,94.0,116.6,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0
BKO_E1_D2_07_Sandia_T,114.21,114.2,114.0,112.0,114.2,114.0,112.0,115.0,115.0,113.0,113.0,113.0,114.0,114.0,114.0
BKO_E2_D3_03_Wasulunka_T,107.01,115.8,87.2,70.0,115.8,87.2,0.0,70.0,75.0,133.0,133.0,133.0,133.0,133.0,133.0
BKO_E3_D5_06_Manjanin_T,114.75,115.0,99.2,114.8,115.0,99.2,100.8,141.0,115.0,113.0,113.0,113.0,114.0,114.0,114.0
BKO_E3_D6_10_Dansa_T,105.15,120.0,95.0,70.0,120.0,95.0,0.0,70.0,78.0,78.0,78.0,78.0,130.0,130.0,130.0
BKO_E3_D5_02_Suku_T,127.11,121.0,127.2,92.4,121.0,127.2,92.4,130.0,124.0,130.0,130.0,130.0,129.0,129.0,129.0
BKO_E3_D6_12_Suku_T,141.7,113.4,113.2,116.6,113.4,113.2,116.6,144.0,138.0,144.0,144.0,144.0,111.0,111.0,111.0
