piece,bpm,X_a,Y_a,Z_a,X_b,Y_b,Z_b,bpm_mode,bpm_median,mode_x,mode_y,mode_z,median_x,median_y,median_z
BKO_E3_D5_03_Wasulunka_T,114.2,127.4,120.6,81.6,127.4,120.6,81.6,131.0,117.0,131.0,131.0,131.0,131.0,131.0,131.0
BKO_E2_D4_05_Sandia_T,91.98,107.0,106.2,132.4,107.0,106.2,132.4,100.0,109.0,100.0,100.0,100.0,104.0,104.0,104.0
BKO_E2_D4_01_Suku_T,128.84,129.0,129.6,129.0,129.0,129.6,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0
BKO_E2_D4_03_Wasulunka_T,108.26,108.4,109.8,108.6,108.4,109.8,108.6,109.0,109.0,106.0,106.0,106.0,107.0,107.0,107.0
BKO_E1_D2_04_Maraka_T,101.71,106.2,128.2,114.0,106.2,128.2,114.0,100.0,114.0,100.0,100.0,100.0,103.0,103.0,103.0
BKO_E3_D5_01_Maraka_T,113.68,114.6,113.0,122.2,114.6,113.0,122.2,115.0,114.0,115.0,115.0,115.0,115.0,115.0,115.0
BKO_E3_D6_02_Suku_T,136.13,136.0,128.4,84.2,136.0,128.4,84.2,136.0,132.0,136.0,136.0,136.0,136.0,136.0,136.0
BKO_E2_D4_06_Manjanin_T,129.54,129.0,130.6,106.2,129.0,130.6,106.2,125.0,127.0,125.0,125.0,125.0,130.0,130.0,130.0
BKO_E1_D1_01_Suku_T,124.51,112.0,105.4,124.4,112.0,105.4,124.4,120.0,121.0,92.0,92.0,92.0,120.0,120.0,120.0
BKO_E3_D5_13_Suku_T,120.05,120.2,117.4,102.6,120.2,117.4,102.6,119.0,119.0,119.0,119.0,119.0,120.0,120.0,120.0
BKO_E1_D1_02_Maraka_T,102.87,109.2,114.8,107.4,109.2,114.8,107.4,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0
BKO_E2_D3_05_Sandia_T,94.28,107.4,113.2,113.2,107.4,113.2,113.2,117.0,110.0,105.0,105.0,105.0,106.0,106.0,106.0
BKO_E2_D3_14_Maraka_T,111.02,111.2,111.4,116.8,111.2,111.4,116.8,113.0,111.0,113.0,113.0,113.0,111.0,111.0,111.0
BKO_E3_D6_03_Wasulunka_T,110.77,105.8,110.0,70.4,105.8,110.0,70.4,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0
