piece,bpm,X_a,Y_a,Z_a,bpm_mode,bpm_median
BKO_E3_D5_03_Wasulunka_T,158.87,158.8,137.0,164.6,157.0,157.0
BKO_E2_D4_05_Sandia_T,129.53,113.8,165.4,175.4,113.0,160.0
BKO_E2_D4_01_Suku_T,187.76,152.5,170.17,144.0,178.0,160.5
BKO_E2_D4_03_Wasulunka_T,131.02,150.4,163.4,174.4,179.0,167.0
BKO_E1_D2_04_Maraka_T,141.98,137.0,161.0,167.8,95.0,165.0
BKO_E3_D5_01_Maraka_T,166.88,161.2,164.6,163.8,176.0,175.0
BKO_E3_D6_02_Suku_T,194.03,170.2,101.6,172.2,179.0,158.0
BKO_E2_D4_06_Manjanin_T,163.74,164.4,161.2,166.2,173.0,165.0
BKO_E1_D1_01_Suku_T,155.02,155.6,156.2,171.2,171.0,169.0
BKO_E3_D5_13_Suku_T,159.42,149.2,111.4,111.8,91.0,129.0
BKO_E1_D1_02_Maraka_T,136.3,169.8,170.6,155.0,178.0,172.0
BKO_E2_D3_05_Sandia_T,127.22,132.2,158.4,170.0,179.0,154.0
BKO_E2_D3_14_Maraka_T,166.7,165.4,139.0,154.0,171.0,163.0
BKO_E3_D6_03_Wasulunka_T,150.83,158.4,137.0,161.8,156.0,156.0
BKO_E3_D5_04_Dansa_T,136.41,130.8,122.0,157.0,106.0,136.0
BKO_E2_D4_04_Dansa_T,144.98,145.4,179.0,172.4,179.0,179.0
BKO_E3_D6_01_Maraka_T,148.5,175.2,156.4,175.6,179.0,179.0
BKO_E1_D2_06_Dansa_T,123.73,123.2,162.8,175.8,118.0,164.0
BKO_E2_D4_02_Maraka_T,182.09,175.83,150.5,168.0,179.0,168.0
BKO_E2_D4_12_Suku_T,193.89,151.0,143.5,156.33,179.0,153.0
BKO_E2_D3_02_Suku_T,210.49,147.4,169.0,156.8,162.0,162.0
BKO_E1_D2_05_Wasulunka_T,130.2,151.2,139.0,160.2,179.0,160.0
BKO_E1_D1_04_Dansa_T,113.16,164.6,137.0,168.8,167.0,167.0
BKO_E1_D2_03_Suku_T,145.62,166.8,159.0,168.8,157.0,166.0
BKO_E2_D3_06_Manjanin_T,178.67,168.4,171.6,160.4,148.0,168.0
BKO_E1_D1_06_Manjanin_T,149.36,150.2,169.8,172.8,165.0,167.0
BKO_E3_D6_04_Sandia_T,135.73,170.6,157.2,175.8,179.0,175.0
BKO_E2_D3_01_Maraka_T,165.22,165.83,166.67,166.0,166.0,166.0
BKO_E3_D6_06_Manjanin_T,213.16,167.0,154.4,165.6,160.0,161.0
BKO_E3_D5_05_Sandia_T,133.46,169.2,176.8,169.8,178.0,173.0
BKO_E1_D1_03_Wasulunka_T,121.57,167.6,150.0,126.8,142.0,150.0
BKO_E1_D1_05_Sandia_T,119.93,157.8,172.0,122.2,167.0,167.0
BKO_E1_D2_07_Sandia_T,127.36,145.8,145.6,153.0,127.0,159.0
BKO_E2_D3_03_Wasulunka_T,171.0,170.0,153.4,159.6,163.0,164.0
BKO_E3_D5_06_Manjanin_T,146.97,123.4,134.0,155.6,163.0,150.0
BKO_E3_D6_10_Dansa_T,124.28,161.0,169.6,175.8,179.0,170.0
BKO_E3_D5_02_Suku_T,163.02,144.6,154.4,169.0,162.0,163.0
BKO_E3_D6_12_Suku_T,196.24,150.8,169.2,160.8,133.0,170.0
