piece,bpm,X_a,Y_a,Z_a,bpm_mode,bpm_median
BKO_E3_D5_03_Wasulunka_T,114.2,117.8,115.2,114.8,117.0,117.0
BKO_E2_D4_05_Sandia_T,91.98,129.4,120.2,77.6,70.0,112.0
BKO_E2_D4_01_Suku_T,128.84,136.6,109.6,129.6,129.0,130.0
BKO_E2_D4_03_Wasulunka_T,108.26,106.8,108.0,107.2,106.0,107.0
BKO_E1_D2_04_Maraka_T,101.71,111.6,86.0,96.4,100.0,100.0
BKO_E3_D5_01_Maraka_T,113.68,115.2,132.8,112.2,129.0,129.0
BKO_E3_D6_02_Suku_T,136.13,137.4,122.4,107.4,135.0,132.0
BKO_E2_D4_06_Manjanin_T,129.54,105.8,115.4,80.6,82.0,98.0
BKO_E1_D1_01_Suku_T,124.51,123.8,118.6,124.6,122.0,122.0
BKO_E3_D5_13_Suku_T,120.05,127.2,119.2,110.0,130.0,121.0
BKO_E1_D1_02_Maraka_T,102.87,107.6,102.8,103.0,101.0,102.0
BKO_E2_D3_05_Sandia_T,94.28,112.2,140.4,70.8,139.0,95.0
BKO_E2_D3_14_Maraka_T,111.02,109.0,119.4,139.2,144.0,138.0
BKO_E3_D6_03_Wasulunka_T,110.77,104.8,96.2,104.8,71.0,104.0
BKO_E2_D4_04_Dansa_T,97.34,111.8,121.8,126.4,122.0,122.0
BKO_E3_D6_01_Maraka_T,115.33,115.0,116.0,86.2,115.0,115.0
BKO_E2_D4_02_Maraka_T,111.05,111.4,107.6,111.0,111.0,111.0
BKO_E2_D4_12_Suku_T,123.38,112.0,111.8,104.6,124.0,124.0
BKO_E2_D3_02_Suku_T,124.38,120.6,121.0,90.0,93.0,114.0
BKO_E1_D2_05_Wasulunka_T,129.41,104.8,111.0,105.2,70.0,102.0
BKO_E1_D1_04_Dansa_T,105.12,114.2,110.8,107.4,103.0,105.0
BKO_E1_D2_03_Suku_T,120.78,120.4,130.4,120.4,129.0,126.0
BKO_E2_D3_06_Manjanin_T,120.08,120.4,117.6,90.0,123.0,118.0
BKO_E1_D1_06_Manjanin_T,137.2,120.8,100.8,120.2,131.0,131.0
BKO_E3_D6_04_Sandia_T,106.26,106.2,107.2,108.2,84.0,104.0
BKO_E2_D3_01_Maraka_T,116.47,123.8,123.6,116.6,115.0,117.0
BKO_E3_D6_06_Manjanin_T,156.66,122.4,132.8,94.6,125.0,130.0
BKO_E3_D5_05_Sandia_T,102.12,111.6,105.6,108.0,105.0,105.0
BKO_E1_D1_03_Wasulunka_T,99.58,132.2,119.2,114.6,96.0,131.0
BKO_E1_D1_05_Sandia_T,98.42,111.8,117.6,101.2,102.0,104.0
BKO_E1_D2_07_Sandia_T,114.21,113.6,109.2,143.2,143.0,143.0
BKO_E2_D3_03_Wasulunka_T,107.01,107.0,109.2,106.8,107.0,107.0
BKO_E3_D5_06_Manjanin_T,114.75,115.2,115.2,115.0,113.0,116.0
BKO_E3_D6_10_Dansa_T,105.15,121.2,106.2,105.4,104.0,107.0
BKO_E3_D5_02_Suku_T,127.11,135.4,131.8,127.2,130.0,130.0
BKO_E3_D6_12_Suku_T,141.7,106.2,118.0,71.6,113.0,108.0
