piece,bpm,X_a,Y_a,Z_a,X_b,Y_b,Z_b,bpm_mode,bpm_median,mode_x,mode_y,mode_z,median_x,median_y,median_z
BKO_E1_D1_08_Suku_T,162.96,97.8,82.8,83.2,97.8,82.8,83.2,83.0,83.0,76.0,76.0,76.0,83.0,83.0,83.0
BKO_E3_D5_03_Wasulunka_T,245.03,116.8,130.8,120.0,116.8,130.8,120.0,124.0,124.0,102.0,102.0,102.0,120.0,120.0,120.0
BKO_E2_D4_05_Sandia_T,111.86,93.8,89.0,111.4,93.8,89.0,111.4,73.0,84.0,74.0,74.0,74.0,76.0,76.0,76.0
BKO_E2_D4_01_Suku_T,164.27,84.33,85.0,83.5,84.33,85.0,83.5,90.0,86.5,76.0,76.0,76.0,85.0,85.0,85.0
BKO_E2_D4_03_Wasulunka_T,187.46,94.4,98.6,95.2,94.4,98.6,95.2,99.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
BKO_E1_D2_04_Maraka_T,171.64,102.2,97.8,123.8,102.2,97.8,123.8,78.0,87.0,60.0,60.0,60.0,88.0,88.0,88.0
BKO_E3_D5_01_Maraka_T,218.67,103.4,110.0,123.0,103.4,110.0,123.0,107.0,109.0,107.0,107.0,107.0,104.0,104.0,104.0
BKO_E3_D6_02_Suku_T,224.47,102.6,86.0,112.0,102.6,86.0,112.0,89.0,104.0,111.0,111.0,111.0,104.0,104.0,104.0
BKO_E2_D4_06_Manjanin_T,187.78,111.2,102.2,146.8,111.2,102.2,146.8,87.0,100.0,87.0,87.0,87.0,100.0,100.0,100.0
BKO_E1_D1_01_Suku_T,196.67,130.4,100.0,98.8,130.4,100.0,98.8,102.0,102.0,102.0,102.0,102.0,104.0,104.0,104.0
BKO_E3_D5_13_Suku_T,206.98,105.8,101.4,104.0,105.8,101.4,104.0,98.0,99.0,92.0,92.0,92.0,105.0,105.0,105.0
BKO_E1_D5_05_Sandia_T,152.44,92.8,110.8,116.2,92.8,110.8,116.2,77.0,114.0,77.0,77.0,77.0,77.0,77.0,77.0
BKO_E1_D1_02_Maraka_T,167.66,146.2,107.6,136.0,146.2,107.6,136.0,179.0,104.0,103.0,103.0,103.0,172.0,172.0,172.0
BKO_E2_D3_05_Sandia_T,112.81,105.2,114.2,85.4,105.2,114.2,85.4,92.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0
BKO_E2_D3_14_Maraka_T,137.06,118.0,88.2,131.6,118.0,88.2,131.6,96.0,96.0,96.0,96.0,96.0,97.0,97.0,97.0
BKO_E3_D6_03_Wasulunka_T,235.32,99.0,106.2,105.0,99.0,106.2,105.0,96.0,100.0,90.0,90.0,90.0,95.0,95.0,95.0
BKO_E1_D5_01_Maraka_T,158.72,101.6,119.6,82.2,101.6,119.6,82.2,80.0,84.0,75.0,75.0,75.0,90.0,90.0,90.0
BKO_E3_D5_04_Dansa_T,170.65,100.8,105.0,139.4,100.8,105.0,139.4,86.0,88.0,80.0,80.0,80.0,86.0,86.0,86.0
BKO_E2_D4_04_Dansa_T,125.36,99.6,109.6,124.4,99.6,109.6,124.4,81.0,95.0,71.0,71.0,71.0,91.0,91.0,91.0
BKO_E3_D6_01_Maraka_T,190.96,97.4,95.8,87.0,97.4,95.8,87.0,100.0,98.0,94.0,94.0,94.0,98.0,98.0,98.0
BKO_E1_D2_06_Dansa_T,140.57,90.4,121.2,85.4,90.4,121.2,85.4,100.0,87.0,100.0,100.0,100.0,100.0,100.0,100.0
BKO_E2_D4_02_Maraka_T,146.25,122.2,114.6,117.4,122.2,114.6,117.4,91.0,98.0,93.0,93.0,93.0,93.0,93.0,93.0
BKO_E2_D4_12_Suku_T,157.16,86.4,99.6,90.6,86.4,99.6,90.6,86.0,88.0,86.0,86.0,86.0,86.0,86.0,86.0
BKO_E1_D1_07_Suku_T,148.65,83.0,84.6,86.8,83.0,84.6,86.8,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
BKO_E1_D5_02_Dansa_T,161.91,84.4,113.0,124.2,84.4,113.0,124.2,82.0,99.0,82.0,82.0,82.0,82.0,82.0,82.0
BKO_E2_D3_02_Suku_T,180.15,93.0,95.6,112.6,93.0,95.6,112.6,78.0,105.0,82.0,82.0,82.0,90.0,90.0,90.0
BKO_E1_D2_05_Wasulunka_T,167.54,122.4,160.2,119.4,122.4,160.2,119.4,110.0,165.0,110.0,110.0,110.0,110.0,110.0,110.0
BKO_E1_D1_04_Dansa_T,115.19,108.83,149.5,112.5,108.83,149.5,112.5,88.0,112.0,88.0,88.0,88.0,88.0,88.0,88.0
BKO_E1_D2_03_Suku_T,164.16,82.2,85.6,82.4,82.2,85.6,82.4,80.0,82.0,80.0,80.0,80.0,82.0,82.0,82.0
BKO_E2_D3_06_Manjanin_T,217.96,102.0,108.2,120.2,102.0,108.2,120.2,104.0,106.0,98.0,98.0,98.0,101.0,101.0,101.0
BKO_E1_D1_06_Manjanin_T,189.06,87.6,94.4,95.0,75.6,94.4,95.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0
BKO_E2_D3_13_Suku_T,185.46,107.8,98.6,120.8,107.8,98.6,120.8,91.0,105.0,61.0,61.0,61.0,97.0,97.0,97.0
BKO_E2_D3_11_Suku_T,195.16,107.2,122.2,102.6,107.2,122.2,102.6,93.0,109.0,93.0,93.0,93.0,109.0,109.0,109.0
BKO_E3_D6_04_Sandia_T,158.0,91.2,101.0,80.2,91.2,101.0,80.2,82.0,90.0,91.0,91.0,91.0,91.0,91.0,91.0
BKO_E2_D3_01_Maraka_T,150.59,96.8,101.2,77.0,96.8,101.2,77.0,84.0,85.0,87.0,87.0,87.0,102.0,102.0,102.0
BKO_E3_D6_06_Manjanin_T,193.51,94.0,97.0,112.8,94.0,97.0,112.8,94.0,95.0,94.0,94.0,94.0,94.0,94.0,94.0
