piece,bpm,X_a,Y_a,Z_a,X_b,Y_b,Z_b,bpm_mode,bpm_median,mode_x,mode_y,mode_z,median_x,median_y,median_z
BKO_E1_D1_08_Suku_T,162.96,168.0,83.6,158.4,168.0,83.6,158.4,167.0,158.0,168.0,168.0,168.0,168.0,168.0,168.0
BKO_E3_D5_03_Wasulunka_T,245.03,135.8,146.8,120.6,135.8,146.8,120.6,124.0,127.0,121.0,121.0,121.0,131.0,131.0,131.0
BKO_E2_D4_05_Sandia_T,111.86,159.6,161.2,123.2,159.6,161.2,123.2,167.0,166.0,141.0,141.0,141.0,167.0,167.0,167.0
BKO_E2_D4_01_Suku_T,164.27,166.17,163.67,146.67,166.17,163.67,146.67,179.0,170.5,179.0,179.0,179.0,177.0,177.0,177.0
BKO_E2_D4_03_Wasulunka_T,187.46,168.2,160.0,146.6,168.2,160.0,146.6,179.0,168.0,179.0,179.0,179.0,168.0,168.0,168.0
BKO_E1_D2_04_Maraka_T,171.64,174.4,170.6,157.2,174.4,170.6,157.2,148.0,171.0,177.0,177.0,177.0,177.0,177.0,177.0
BKO_E3_D5_01_Maraka_T,218.67,172.0,159.2,151.2,172.0,159.2,151.2,179.0,168.0,179.0,179.0,179.0,171.0,171.0,171.0
BKO_E3_D6_02_Suku_T,224.47,128.8,147.0,162.8,128.8,147.0,162.8,149.0,149.0,99.0,99.0,99.0,119.0,119.0,119.0
BKO_E2_D4_06_Manjanin_T,187.78,173.0,163.8,140.8,173.0,163.8,140.8,176.0,171.0,170.0,170.0,170.0,173.0,173.0,173.0
BKO_E1_D1_01_Suku_T,196.67,96.6,123.2,100.0,96.6,123.2,100.0,97.0,101.0,99.0,99.0,99.0,98.0,98.0,98.0
BKO_E3_D5_13_Suku_T,206.98,170.6,132.0,146.0,170.6,132.0,146.0,176.0,169.0,166.0,166.0,166.0,169.0,169.0,169.0
BKO_E1_D5_05_Sandia_T,152.44,149.8,160.2,114.2,149.8,160.2,114.2,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0
BKO_E1_D1_02_Maraka_T,167.66,164.0,166.2,163.2,164.0,166.2,163.2,160.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0
BKO_E2_D3_05_Sandia_T,112.81,100.4,156.8,89.8,100.4,156.8,89.8,82.0,110.0,80.0,80.0,80.0,108.0,108.0,108.0
BKO_E2_D3_14_Maraka_T,137.06,90.0,120.6,146.8,90.0,120.6,146.8,97.0,117.0,64.0,64.0,64.0,94.0,94.0,94.0
BKO_E3_D6_03_Wasulunka_T,235.32,104.2,164.0,159.4,104.2,164.0,159.4,161.0,158.0,93.0,93.0,93.0,103.0,103.0,103.0
