piece,bpm,X_a,Y_a,Z_a,bpm_mode,bpm_median
BKO_E3_D5_03_Wasulunka_T,114.2,109.8,127.8,114.4,111.0,116.0
BKO_E2_D4_05_Sandia_T,91.98,128.8,115.8,91.8,93.0,115.0
BKO_E2_D4_01_Suku_T,128.84,114.6,106.8,97.0,97.0,99.0
BKO_E2_D4_03_Wasulunka_T,108.26,107.2,112.2,107.8,106.0,108.0
BKO_E1_D2_04_Maraka_T,101.71,88.4,75.4,96.6,75.0,78.0
BKO_E3_D5_01_Maraka_T,113.68,109.0,91.6,112.6,94.0,108.0
BKO_E3_D6_02_Suku_T,136.13,139.8,133.0,101.4,132.0,132.0
BKO_E2_D4_06_Manjanin_T,129.54,117.2,123.6,87.6,128.0,108.0
BKO_E1_D1_01_Suku_T,124.51,102.4,105.4,124.4,96.0,109.0
BKO_E3_D5_13_Suku_T,120.05,103.0,112.8,89.4,83.0,90.0
BKO_E1_D1_02_Maraka_T,102.87,98.0,93.0,102.8,99.0,100.0
BKO_E2_D3_05_Sandia_T,94.28,127.2,116.6,94.4,116.0,116.0
BKO_E2_D3_14_Maraka_T,111.02,123.6,110.4,83.6,83.0,108.0
BKO_E3_D6_03_Wasulunka_T,110.77,102.6,82.6,106.2,83.0,97.0
BKO_E2_D4_04_Dansa_T,97.34,101.6,104.0,97.4,100.0,100.0
BKO_E3_D6_01_Maraka_T,115.33,121.4,132.0,115.0,113.0,116.0
BKO_E2_D4_02_Maraka_T,111.05,116.2,114.6,111.0,110.0,112.0
BKO_E2_D4_12_Suku_T,123.38,125.2,112.2,92.4,92.0,110.0
BKO_E2_D3_02_Suku_T,124.38,118.8,111.6,93.4,93.0,107.0
BKO_E1_D2_05_Wasulunka_T,129.41,118.0,105.6,127.6,70.0,128.0
BKO_E1_D1_04_Dansa_T,105.12,97.0,99.8,104.6,103.0,103.0
BKO_E1_D2_03_Suku_T,120.78,121.8,120.6,119.6,116.0,120.0
BKO_E2_D3_06_Manjanin_T,120.08,103.2,112.8,89.8,91.0,91.0
BKO_E1_D1_06_Manjanin_T,137.2,128.8,105.8,121.8,71.0,130.0
BKO_E3_D6_04_Sandia_T,106.26,89.6,102.2,105.8,111.0,101.0
BKO_E2_D3_01_Maraka_T,116.47,95.8,93.6,110.4,83.0,89.0
BKO_E3_D6_06_Manjanin_T,156.66,91.0,125.6,103.6,78.0,101.0
BKO_E3_D5_05_Sandia_T,102.12,117.4,98.4,102.4,99.0,100.0
BKO_E1_D1_03_Wasulunka_T,99.58,121.4,110.4,99.2,99.0,114.0
BKO_E1_D1_05_Sandia_T,98.42,99.0,107.2,102.0,86.0,102.0
BKO_E1_D2_07_Sandia_T,114.21,130.2,120.6,86.4,144.0,87.0
BKO_E2_D3_03_Wasulunka_T,107.01,80.4,92.6,106.8,85.0,87.0
BKO_E3_D5_06_Manjanin_T,114.75,115.8,108.8,114.4,113.0,114.0
BKO_E3_D6_10_Dansa_T,105.15,114.2,107.8,105.0,104.0,106.0
BKO_E3_D5_02_Suku_T,127.11,135.2,132.4,108.0,138.0,130.0
BKO_E3_D6_12_Suku_T,141.7,122.8,116.2,106.6,144.0,118.0
