piece,bpm,X_a,Y_a,Z_a,X_b,Y_b,Z_b,bpm_mode,bpm_median,mode_x,mode_y,mode_z,median_x,median_y,median_z
BKO_E1_D1_08_Suku_T,162.96,156.0,110.0,135.6,156.0,110.0,135.6,97.0,151.0,179.0,179.0,179.0,174.0,174.0,174.0
BKO_E3_D5_03_Wasulunka_T,245.03,112.0,107.4,60.0,112.0,107.4,0.0,60.0,69.0,179.0,179.0,179.0,70.0,70.0,70.0
BKO_E2_D4_05_Sandia_T,111.86,146.6,60.0,143.2,146.6,0.0,143.2,60.0,142.0,101.0,101.0,101.0,176.0,176.0,176.0
BKO_E2_D4_01_Suku_T,164.27,83.67,126.67,60.0,83.67,126.67,0.0,60.0,83.5,77.0,77.0,77.0,83.5,83.5,83.5
BKO_E2_D4_03_Wasulunka_T,187.46,109.0,109.4,82.6,109.0,109.4,46.6,60.0,100.0,93.0,93.0,93.0,97.0,97.0,97.0
BKO_E1_D2_04_Maraka_T,171.64,147.8,132.4,171.2,147.8,132.4,171.2,169.0,169.0,94.0,94.0,94.0,169.0,169.0,169.0
BKO_E3_D5_01_Maraka_T,218.67,167.0,139.6,60.0,167.0,139.6,0.0,60.0,162.0,163.0,163.0,163.0,167.0,167.0,167.0
BKO_E3_D6_02_Suku_T,224.47,150.8,132.8,129.6,150.8,132.8,129.6,172.0,120.0,107.0,107.0,107.0,170.0,170.0,170.0
BKO_E2_D4_06_Manjanin_T,187.78,128.6,150.8,60.0,128.6,150.8,0.0,60.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0
BKO_E1_D1_01_Suku_T,196.67,98.8,126.8,120.2,98.8,126.8,120.2,98.0,100.0,100.0,100.0,100.0,99.0,99.0,99.0
BKO_E3_D5_13_Suku_T,206.98,73.8,153.6,60.0,61.8,153.6,0.0,60.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0
BKO_E1_D5_05_Sandia_T,152.44,134.2,102.8,93.4,134.2,102.8,93.4,97.0,97.0,176.0,176.0,176.0,116.0,116.0,116.0
BKO_E1_D1_02_Maraka_T,167.66,168.8,78.2,158.0,168.8,54.2,158.0,60.0,163.0,163.0,163.0,163.0,166.0,166.0,166.0
BKO_E2_D3_05_Sandia_T,112.81,60.0,110.8,107.6,0.0,110.8,95.6,60.0,107.0,60.0,60.0,60.0,60.0,60.0,60.0
BKO_E2_D3_14_Maraka_T,137.06,151.8,116.6,73.0,151.8,116.6,49.0,60.0,109.0,117.0,117.0,117.0,164.0,164.0,164.0
BKO_E3_D6_03_Wasulunka_T,235.32,134.4,97.4,60.0,134.4,97.4,0.0,60.0,88.0,87.0,87.0,87.0,155.0,155.0,155.0
BKO_E1_D5_01_Maraka_T,158.72,164.2,154.8,157.8,164.2,154.8,157.8,162.0,162.0,163.0,163.0,163.0,163.0,163.0,163.0
BKO_E3_D5_04_Dansa_T,170.65,175.6,64.8,150.6,175.6,40.8,150.6,173.0,173.0,177.0,177.0,177.0,176.0,176.0,176.0
BKO_E2_D4_04_Dansa_T,125.36,134.6,133.4,143.4,134.6,133.4,143.4,108.0,126.0,108.0,108.0,108.0,109.0,109.0,109.0
BKO_E3_D6_01_Maraka_T,190.96,154.2,137.6,86.6,154.2,137.6,86.6,77.0,101.0,96.0,96.0,96.0,170.0,170.0,170.0
BKO_E1_D2_06_Dansa_T,140.57,108.6,105.6,148.8,96.6,105.6,148.8,105.0,106.0,141.0,141.0,141.0,141.0,141.0,141.0
BKO_E2_D4_02_Maraka_T,146.25,156.2,107.4,76.8,156.2,107.4,52.8,60.0,110.0,120.0,120.0,120.0,173.0,173.0,173.0
BKO_E2_D4_12_Suku_T,157.16,176.8,60.0,68.2,176.8,0.0,68.2,60.0,64.0,177.0,177.0,177.0,177.0,177.0,177.0
BKO_E1_D1_07_Suku_T,148.65,88.0,136.2,60.0,88.0,136.2,0.0,60.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
BKO_E1_D5_02_Dansa_T,161.91,132.0,60.0,60.0,132.0,36.0,0.0,60.0,60.0,107.0,107.0,107.0,107.0,107.0,107.0
BKO_E2_D3_02_Suku_T,180.15,126.0,118.0,60.0,126.0,118.0,0.0,60.0,110.0,110.0,110.0,110.0,114.0,114.0,114.0
BKO_E1_D2_05_Wasulunka_T,167.54,82.4,155.4,76.0,58.4,155.4,76.0,60.0,65.0,60.0,60.0,60.0,60.0,60.0,60.0
BKO_E1_D1_04_Dansa_T,115.19,178.83,162.67,111.5,178.83,162.67,111.5,179.0,178.5,179.0,179.0,179.0,179.0,179.0,179.0
BKO_E1_D2_03_Suku_T,164.16,155.8,132.6,164.6,155.8,132.6,164.6,170.0,165.0,170.0,170.0,170.0,170.0,170.0,170.0
BKO_E2_D3_06_Manjanin_T,217.96,140.0,107.0,60.0,140.0,107.0,0.0,60.0,106.0,108.0,108.0,108.0,158.0,158.0,158.0
BKO_E1_D1_06_Manjanin_T,189.06,99.8,95.8,60.0,99.8,95.8,0.0,60.0,95.0,95.0,95.0,95.0,96.0,96.0,96.0
BKO_E2_D3_13_Suku_T,185.46,101.2,129.6,60.0,101.2,129.6,0.0,60.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0
BKO_E2_D3_11_Suku_T,195.16,105.4,81.8,60.0,105.4,69.8,0.0,60.0,64.0,118.0,118.0,118.0,113.0,113.0,113.0
BKO_E3_D6_04_Sandia_T,158.0,143.0,112.2,120.6,143.0,112.2,120.6,103.0,104.0,170.0,170.0,170.0,170.0,170.0,170.0
BKO_E2_D3_01_Maraka_T,150.59,89.0,122.6,60.0,89.0,122.6,0.0,60.0,84.0,68.0,68.0,68.0,85.0,85.0,85.0
BKO_E3_D6_06_Manjanin_T,193.51,101.2,98.4,60.0,101.2,98.4,0.0,60.0,97.0,101.0,101.0,101.0,101.0,101.0,101.0
BKO_E3_D5_05_Sandia_T,156.29,124.0,133.0,60.0,124.0,133.0,0.0,60.0,105.0,104.0,104.0,104.0,109.0,109.0,109.0
BKO_E1_D1_03_Wasulunka_T,177.72,145.8,123.2,60.0,145.8,99.2,0.0,60.0,89.0,179.0,179.0,179.0,176.0,176.0,176.0
BKO_E1_D1_05_Sandia_T,139.22,119.2,78.8,91.4,119.2,78.8,91.4,85.0,85.0,85.0,85.0,85.0,101.0,101.0,101.0
BKO_E1_D2_07_Sandia_T,139.5,160.8,139.6,97.4,160.8,139.6,97.4,106.0,117.0,117.0,117.0,117.0,171.0,171.0,171.0
BKO_E2_D3_03_Wasulunka_T,135.46,60.0,60.0,133.6,0.0,0.0,133.6,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
BKO_E1_D5_04_Suku_T,195.26,94.4,145.8,85.0,94.4,145.8,73.0,80.0,103.0,104.0,104.0,104.0,94.0,94.0,94.0
BKO_E3_D5_06_Manjanin_T,175.1,141.0,175.0,61.2,141.0,175.0,37.2,178.0,165.0,177.0,177.0,177.0,176.0,176.0,176.0
BKO_E3_D5_02_Suku_T,246.65,102.2,136.8,63.8,102.2,136.8,39.8,60.0,101.0,83.0,83.0,83.0,101.0,101.0,101.0
BKO_E3_D6_12_Suku_T,233.69,101.4,153.4,60.0,101.4,153.4,0.0,60.0,89.0,63.0,63.0,63.0,89.0,89.0,89.0
