piece,bpm,X_a,Y_a,Z_a,X_b,Y_b,Z_b,bpm_mode,bpm_median,mode_x,mode_y,mode_z,median_x,median_y,median_z
BKO_E3_D5_03_Wasulunka_T,158.87,60.0,127.4,98.0,0.0,115.4,86.0,60.0,107.0,60.0,60.0,60.0,60.0,60.0,60.0
BKO_E2_D4_05_Sandia_T,129.53,113.0,135.6,71.6,113.0,135.6,71.6,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0
BKO_E2_D4_01_Suku_T,187.76,132.83,131.17,137.5,132.83,111.17,137.5,175.0,132.5,123.0,123.0,123.0,123.0,123.0,123.0
BKO_E2_D4_03_Wasulunka_T,131.02,130.0,126.0,60.0,130.0,126.0,0.0,60.0,108.0,120.0,120.0,120.0,120.0,120.0,120.0
BKO_E1_D2_04_Maraka_T,141.98,114.0,117.8,142.8,114.0,117.8,142.8,94.0,114.0,72.0,72.0,72.0,78.0,78.0,78.0
BKO_E3_D5_01_Maraka_T,166.88,148.6,170.6,65.0,148.6,170.6,65.0,60.0,159.0,179.0,179.0,179.0,177.0,177.0,177.0
BKO_E3_D6_02_Suku_T,194.03,60.0,96.0,94.4,0.0,96.0,94.4,60.0,86.0,60.0,60.0,60.0,60.0,60.0,60.0
BKO_E2_D4_06_Manjanin_T,163.74,82.4,142.6,168.2,82.4,142.6,168.2,97.0,160.0,79.0,79.0,79.0,82.0,82.0,82.0
BKO_E1_D1_01_Suku_T,155.02,159.6,162.4,79.0,159.6,162.4,67.0,64.0,162.0,171.0,171.0,171.0,168.0,168.0,168.0
BKO_E3_D5_13_Suku_T,159.42,118.4,60.0,60.0,118.4,0.0,0.0,60.0,60.0,85.0,85.0,85.0,113.0,113.0,113.0
BKO_E1_D1_02_Maraka_T,136.3,146.4,120.0,67.2,146.4,120.0,43.2,72.0,104.0,179.0,179.0,179.0,159.0,159.0,159.0
BKO_E2_D3_05_Sandia_T,127.22,103.8,116.4,65.0,103.8,116.4,41.0,102.0,102.0,70.0,70.0,70.0,109.0,109.0,109.0
BKO_E2_D3_14_Maraka_T,166.7,61.0,112.2,82.2,37.0,100.2,58.2,60.0,63.0,60.0,60.0,60.0,60.0,60.0,60.0
BKO_E3_D6_03_Wasulunka_T,150.83,114.2,114.8,93.2,114.2,114.8,81.2,112.0,112.0,110.0,110.0,110.0,114.0,114.0,114.0
BKO_E3_D5_04_Dansa_T,136.41,79.6,60.0,92.8,67.6,0.0,80.8,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
BKO_E2_D4_04_Dansa_T,144.98,108.6,106.8,109.2,108.6,106.8,109.2,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0
BKO_E3_D6_01_Maraka_T,148.5,109.0,133.6,170.0,97.0,133.6,170.0,115.0,133.0,60.0,60.0,60.0,117.0,117.0,117.0
BKO_E1_D2_06_Dansa_T,123.73,109.6,127.4,61.4,109.6,127.4,25.4,60.0,96.0,118.0,118.0,118.0,118.0,118.0,118.0
BKO_E2_D4_02_Maraka_T,182.09,148.5,152.83,63.83,148.5,152.83,43.83,172.0,126.0,172.0,172.0,172.0,154.5,154.5,154.5
BKO_E2_D4_12_Suku_T,193.89,92.0,60.0,65.0,92.0,0.0,35.0,60.0,60.5,77.0,77.0,77.0,79.0,79.0,79.0
BKO_E2_D3_02_Suku_T,210.49,136.8,116.2,106.0,136.8,116.2,106.0,105.0,107.0,110.0,110.0,110.0,131.0,131.0,131.0
BKO_E1_D2_05_Wasulunka_T,130.2,112.4,119.8,60.0,112.4,119.8,0.0,60.0,100.0,78.0,78.0,78.0,104.0,104.0,104.0
BKO_E1_D1_04_Dansa_T,113.16,87.0,141.8,104.8,87.0,141.8,92.8,87.0,105.0,87.0,87.0,87.0,87.0,87.0,87.0
BKO_E1_D2_03_Suku_T,145.62,124.8,115.6,146.8,124.8,115.6,146.8,86.0,121.0,112.0,112.0,112.0,112.0,112.0,112.0
BKO_E2_D3_06_Manjanin_T,178.67,105.2,133.2,60.0,81.2,133.2,0.0,60.0,67.0,60.0,60.0,60.0,67.0,67.0,67.0
BKO_E1_D1_06_Manjanin_T,149.36,146.4,79.2,75.0,146.4,67.2,51.0,60.0,92.0,106.0,106.0,106.0,164.0,164.0,164.0
BKO_E3_D6_04_Sandia_T,135.73,116.6,115.4,60.6,116.6,115.4,36.6,61.0,82.0,103.0,103.0,103.0,108.0,108.0,108.0
BKO_E2_D3_01_Maraka_T,165.22,60.0,131.5,164.5,0.0,131.5,164.5,60.0,132.5,60.0,60.0,60.0,60.0,60.0,60.0
BKO_E3_D6_06_Manjanin_T,213.16,85.2,99.4,60.0,85.2,99.4,0.0,60.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
BKO_E3_D5_05_Sandia_T,133.46,125.2,119.0,60.0,125.2,119.0,0.0,60.0,80.0,92.0,92.0,92.0,122.0,122.0,122.0
BKO_E1_D1_03_Wasulunka_T,121.57,148.4,104.2,80.4,148.4,104.2,56.4,60.0,108.0,108.0,108.0,108.0,171.0,171.0,171.0
BKO_E1_D1_05_Sandia_T,119.93,124.2,156.4,60.0,124.2,156.4,0.0,60.0,107.0,95.0,95.0,95.0,107.0,107.0,107.0
BKO_E1_D2_07_Sandia_T,127.36,81.8,98.0,69.6,81.8,98.0,45.6,76.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0
BKO_E2_D3_03_Wasulunka_T,171.0,115.6,111.2,60.0,115.6,111.2,0.0,60.0,88.0,87.0,87.0,87.0,109.0,109.0,109.0
BKO_E3_D5_06_Manjanin_T,146.97,126.8,112.4,75.4,126.8,112.4,75.4,74.0,112.0,114.0,114.0,114.0,129.0,129.0,129.0
BKO_E3_D6_10_Dansa_T,124.28,99.4,109.8,92.6,99.4,109.8,92.6,60.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
BKO_E3_D5_02_Suku_T,163.02,60.0,60.0,60.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
BKO_E3_D6_12_Suku_T,196.24,115.8,165.4,60.0,103.8,165.4,0.0,60.0,90.0,172.0,172.0,172.0,90.0,90.0,90.0
