piece,bpm,X_a,Y_a,Z_a,X_b,Y_b,Z_b,bpm_mode,bpm_median,mode_x,mode_y,mode_z,median_x,median_y,median_z
BKO_E3_D5_03_Wasulunka_T,158.87,112.6,136.2,108.2,112.6,136.2,108.2,144.0,117.0,98.0,98.0,98.0,102.0,102.0,102.0
BKO_E2_D4_05_Sandia_T,129.53,127.4,132.2,132.4,127.4,132.2,132.4,130.0,130.0,133.0,133.0,133.0,131.0,131.0,131.0
BKO_E2_D4_01_Suku_T,187.76,140.5,133.83,111.17,140.5,133.83,111.17,143.0,135.0,144.0,144.0,144.0,142.5,142.5,142.5
BKO_E2_D4_03_Wasulunka_T,131.02,84.0,128.2,126.8,84.0,128.2,126.8,130.0,122.0,71.0,71.0,71.0,76.0,76.0,76.0
BKO_E1_D2_04_Maraka_T,141.98,133.4,107.0,111.2,133.4,107.0,111.2,77.0,124.0,131.0,131.0,131.0,133.0,133.0,133.0
BKO_E3_D5_01_Maraka_T,166.88,87.4,89.2,83.4,87.4,89.2,83.4,87.0,87.0,84.0,84.0,84.0,86.0,86.0,86.0
BKO_E3_D6_02_Suku_T,194.03,104.6,111.2,127.2,104.6,111.2,127.2,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0
BKO_E2_D4_06_Manjanin_T,163.74,101.8,133.4,120.4,101.8,133.4,120.4,83.0,129.0,83.0,83.0,83.0,109.0,109.0,109.0
BKO_E1_D1_01_Suku_T,155.02,139.4,96.6,139.6,139.4,96.6,139.6,137.0,137.0,138.0,138.0,138.0,138.0,138.0,138.0
BKO_E3_D5_13_Suku_T,159.42,128.2,125.4,93.8,128.2,125.4,93.8,98.0,126.0,98.0,98.0,98.0,131.0,131.0,131.0
BKO_E1_D1_02_Maraka_T,136.3,122.8,133.6,131.2,122.8,133.6,131.2,124.0,138.0,94.0,94.0,94.0,123.0,123.0,123.0
BKO_E2_D3_05_Sandia_T,127.22,109.4,135.4,107.8,109.4,135.4,107.8,118.0,126.0,118.0,118.0,118.0,118.0,118.0,118.0
BKO_E2_D3_14_Maraka_T,166.7,111.4,126.2,99.4,111.4,126.2,99.4,74.0,118.0,89.0,89.0,89.0,91.0,91.0,91.0
BKO_E3_D6_03_Wasulunka_T,150.83,129.0,104.4,143.6,129.0,104.4,143.6,144.0,124.0,119.0,119.0,119.0,124.0,124.0,124.0
BKO_E3_D5_04_Dansa_T,136.41,104.0,133.2,105.0,104.0,133.2,105.0,123.0,111.0,76.0,76.0,76.0,100.0,100.0,100.0
BKO_E2_D4_04_Dansa_T,144.98,137.4,143.4,136.4,137.4,143.4,136.4,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0
BKO_E3_D6_01_Maraka_T,148.5,86.2,134.0,136.8,86.2,134.0,136.8,144.0,134.0,75.0,75.0,75.0,80.0,80.0,80.0
BKO_E1_D2_06_Dansa_T,123.73,104.2,127.0,105.6,104.2,127.0,105.6,117.0,117.0,97.0,97.0,97.0,97.0,97.0,97.0
BKO_E2_D4_02_Maraka_T,182.09,141.67,108.0,109.5,141.67,108.0,109.5,144.0,115.5,144.0,144.0,144.0,143.5,143.5,143.5
BKO_E2_D4_12_Suku_T,193.89,99.33,106.67,97.0,99.33,106.67,97.0,99.0,99.0,95.0,95.0,95.0,98.0,98.0,98.0
BKO_E2_D3_02_Suku_T,210.49,105.0,105.2,94.2,105.0,105.2,94.2,94.0,104.0,107.0,107.0,107.0,105.0,105.0,105.0
BKO_E1_D2_05_Wasulunka_T,130.2,133.8,113.0,125.6,133.8,113.0,125.6,101.0,123.0,137.0,137.0,137.0,137.0,137.0,137.0
BKO_E1_D1_04_Dansa_T,113.16,118.0,117.6,113.6,118.0,117.6,113.6,111.0,111.0,111.0,111.0,111.0,112.0,112.0,112.0
BKO_E1_D2_03_Suku_T,145.62,119.4,119.8,137.8,119.4,119.8,137.8,104.0,137.0,104.0,104.0,104.0,123.0,123.0,123.0
BKO_E2_D3_06_Manjanin_T,178.67,90.6,136.8,118.0,90.6,136.8,118.0,99.0,120.0,79.0,79.0,79.0,83.0,83.0,83.0
BKO_E1_D1_06_Manjanin_T,149.36,102.8,144.0,116.6,102.8,144.0,116.6,144.0,144.0,75.0,75.0,75.0,76.0,76.0,76.0
BKO_E3_D6_04_Sandia_T,135.73,134.4,130.0,132.8,134.4,130.0,132.8,144.0,133.0,120.0,120.0,120.0,133.0,133.0,133.0
BKO_E2_D3_01_Maraka_T,165.22,101.33,128.17,130.83,101.33,128.17,130.83,135.0,128.5,77.0,77.0,77.0,86.5,86.5,86.5
BKO_E3_D6_06_Manjanin_T,213.16,103.6,133.4,124.2,103.6,133.4,124.2,106.0,122.0,107.0,107.0,107.0,107.0,107.0,107.0
BKO_E3_D5_05_Sandia_T,133.46,135.4,124.4,113.8,135.4,124.4,113.8,128.0,128.0,138.0,138.0,138.0,138.0,138.0,138.0
BKO_E1_D1_03_Wasulunka_T,121.57,118.6,111.8,127.4,118.6,111.8,127.4,100.0,116.0,111.0,111.0,111.0,115.0,115.0,115.0
BKO_E1_D1_05_Sandia_T,119.93,128.8,126.6,121.2,128.8,126.6,121.2,121.0,123.0,111.0,111.0,111.0,133.0,133.0,133.0
BKO_E1_D2_07_Sandia_T,127.36,142.8,128.4,98.6,142.8,128.4,98.6,144.0,141.0,144.0,144.0,144.0,143.0,143.0,143.0
BKO_E2_D3_03_Wasulunka_T,171.0,98.2,133.2,119.8,98.2,133.2,119.8,133.0,133.0,83.0,83.0,83.0,87.0,87.0,87.0
BKO_E3_D5_06_Manjanin_T,146.97,84.2,124.4,106.0,84.2,124.4,106.0,77.0,96.0,75.0,75.0,75.0,78.0,78.0,78.0
