piece,bpm,X_a,Y_a,Z_a,X_b,Y_b,Z_b,bpm_mode,bpm_median,mode_x,mode_y,mode_z,median_x,median_y,median_z
BKO_E3_D5_03_Wasulunka_T,158.87,96.4,87.6,90.8,96.4,87.6,90.8,103.0,93.0,103.0,103.0,103.0,103.0,103.0,103.0
BKO_E2_D4_05_Sandia_T,129.53,98.2,123.0,117.6,98.2,123.0,117.6,130.0,128.0,81.0,81.0,81.0,92.0,92.0,92.0
BKO_E2_D4_01_Suku_T,187.76,90.67,105.67,93.17,90.67,105.67,93.17,98.0,96.5,98.0,98.0,98.0,95.0,95.0,95.0
BKO_E2_D4_03_Wasulunka_T,131.02,76.2,83.2,115.4,76.2,83.2,115.4,70.0,76.0,70.0,70.0,70.0,76.0,76.0,76.0
BKO_E1_D2_04_Maraka_T,141.98,81.8,86.2,89.4,81.8,86.2,89.4,77.0,81.0,76.0,76.0,76.0,81.0,81.0,81.0
BKO_E3_D5_01_Maraka_T,166.88,76.4,87.6,84.8,62.4,87.6,84.8,78.0,87.0,78.0,78.0,78.0,78.0,78.0,78.0
BKO_E3_D6_02_Suku_T,194.03,97.4,95.0,94.6,97.4,95.0,94.6,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
BKO_E2_D4_06_Manjanin_T,163.74,101.8,98.8,86.8,101.8,98.8,86.8,85.0,87.0,83.0,83.0,83.0,109.0,109.0,109.0
BKO_E1_D1_01_Suku_T,155.02,78.8,103.2,79.4,78.8,103.2,79.4,70.0,85.0,70.0,70.0,70.0,83.0,83.0,83.0
BKO_E3_D5_13_Suku_T,159.42,91.6,90.0,93.6,91.6,90.0,93.6,95.0,93.0,95.0,95.0,95.0,95.0,95.0,95.0
BKO_E1_D1_02_Maraka_T,136.3,83.4,92.6,93.2,83.4,92.6,93.2,92.0,92.0,71.0,71.0,71.0,91.0,91.0,91.0
BKO_E2_D3_05_Sandia_T,127.22,109.8,85.4,108.0,109.8,85.4,108.0,118.0,101.0,118.0,118.0,118.0,118.0,118.0,118.0
BKO_E2_D3_14_Maraka_T,166.7,87.6,109.8,100.2,87.6,109.8,100.2,95.0,93.0,72.0,72.0,72.0,90.0,90.0,90.0
BKO_E3_D6_03_Wasulunka_T,150.83,91.0,83.8,102.6,91.0,83.8,102.6,84.0,85.0,84.0,84.0,84.0,95.0,95.0,95.0
BKO_E3_D5_04_Dansa_T,136.41,104.2,92.0,105.0,104.2,92.0,105.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
BKO_E2_D4_04_Dansa_T,144.98,87.4,74.4,79.8,87.4,74.4,79.8,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0
BKO_E3_D6_01_Maraka_T,148.5,89.2,75.0,101.0,89.2,75.0,101.0,78.0,81.0,81.0,81.0,81.0,90.0,90.0,90.0
