piece,bpm,X_a,Y_a,Z_a,X_b,Y_b,Z_b,bpm_mode,bpm_median,mode_x,mode_y,mode_z,median_x,median_y,median_z
BKO_E3_D5_03_Wasulunka_T,114.2,140.4,152.2,154.4,140.4,152.2,154.4,137.0,146.0,137.0,137.0,137.0,137.0,137.0,137.0
BKO_E2_D4_05_Sandia_T,91.98,155.0,156.0,103.6,155.0,156.0,103.6,105.0,149.0,151.0,151.0,151.0,151.0,151.0,151.0
BKO_E2_D4_01_Suku_T,128.84,134.2,168.0,177.8,134.2,168.0,177.8,178.0,174.0,129.0,129.0,129.0,129.0,129.0,129.0
BKO_E2_D4_03_Wasulunka_T,108.26,160.0,130.2,119.0,160.0,130.2,119.0,165.0,137.0,165.0,165.0,165.0,165.0,165.0,165.0
BKO_E1_D2_04_Maraka_T,101.71,166.8,124.0,152.8,166.8,124.0,152.8,163.0,163.0,164.0,164.0,164.0,164.0,164.0,164.0
BKO_E3_D5_01_Maraka_T,113.68,104.0,145.8,112.6,104.0,145.8,112.6,111.0,114.0,85.0,85.0,85.0,96.0,96.0,96.0
BKO_E3_D6_02_Suku_T,136.13,146.8,137.6,172.4,146.8,137.6,172.4,137.0,150.0,132.0,132.0,132.0,135.0,135.0,135.0
BKO_E2_D4_06_Manjanin_T,129.54,120.8,123.2,153.6,120.8,123.2,153.6,132.0,130.0,132.0,132.0,132.0,122.0,122.0,122.0
BKO_E1_D1_01_Suku_T,124.51,161.8,93.6,112.2,161.8,93.6,112.2,91.0,98.0,159.0,159.0,159.0,159.0,159.0,159.0
BKO_E3_D5_13_Suku_T,120.05,151.2,118.0,119.2,151.2,118.0,119.2,119.0,120.0,93.0,93.0,93.0,159.0,159.0,159.0
BKO_E1_D1_02_Maraka_T,102.87,129.4,131.6,103.0,129.4,131.6,103.0,99.0,106.0,99.0,99.0,99.0,129.0,129.0,129.0
BKO_E2_D3_05_Sandia_T,94.28,159.2,125.0,106.6,159.2,125.0,106.6,106.0,108.0,163.0,163.0,163.0,159.0,159.0,159.0
BKO_E2_D3_14_Maraka_T,111.02,139.0,163.8,150.6,139.0,163.8,150.6,179.0,155.0,113.0,113.0,113.0,113.0,113.0,113.0
