piece,bpm,X_a,Y_a,Z_a,X_b,Y_b,Z_b,bpm_mode,bpm_median,mode_x,mode_y,mode_z,median_x,median_y,median_z
BKO_E3_D5_03_Wasulunka_T,114.2,158.2,148.2,155.0,158.2,148.2,155.0,150.0,154.0,155.0,155.0,155.0,155.0,155.0,155.0
BKO_E2_D4_05_Sandia_T,91.98,154.4,165.6,103.2,154.4,165.6,103.2,100.0,157.0,160.0,160.0,160.0,160.0,160.0,160.0
BKO_E2_D4_01_Suku_T,128.84,110.2,159.4,177.8,110.2,159.4,177.8,178.0,176.0,84.0,84.0,84.0,122.0,122.0,122.0
BKO_E2_D4_03_Wasulunka_T,108.26,142.2,151.8,161.8,142.2,151.8,161.8,164.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0
BKO_E1_D2_04_Maraka_T,101.71,121.0,173.0,152.4,121.0,173.0,152.4,168.0,167.0,88.0,88.0,88.0,93.0,93.0,93.0
BKO_E3_D5_01_Maraka_T,113.68,98.6,139.6,114.2,98.6,139.6,114.2,111.0,114.0,118.0,118.0,118.0,89.0,89.0,89.0
BKO_E3_D6_02_Suku_T,136.13,154.4,143.8,136.4,154.4,143.8,136.4,104.0,143.0,104.0,104.0,104.0,165.0,165.0,165.0
BKO_E2_D4_06_Manjanin_T,129.54,107.6,106.6,145.4,107.6,106.6,145.4,103.0,109.0,103.0,103.0,103.0,108.0,108.0,108.0
BKO_E1_D1_01_Suku_T,124.51,141.8,98.8,93.4,141.8,98.8,93.4,91.0,96.0,96.0,96.0,96.0,152.0,152.0,152.0
BKO_E3_D5_13_Suku_T,120.05,127.4,171.2,143.2,127.4,171.2,143.2,179.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0
BKO_E1_D1_02_Maraka_T,102.87,135.8,145.2,102.8,135.8,145.2,102.8,102.0,129.0,102.0,102.0,102.0,129.0,129.0,129.0
BKO_E2_D3_05_Sandia_T,94.28,80.6,158.4,106.0,80.6,158.4,106.0,106.0,106.0,81.0,81.0,81.0,81.0,81.0,81.0
BKO_E2_D3_14_Maraka_T,111.02,133.0,165.6,168.6,133.0,165.6,168.6,179.0,166.0,109.0,109.0,109.0,115.0,115.0,115.0
BKO_E3_D6_03_Wasulunka_T,110.77,133.2,134.2,151.8,133.2,134.2,151.8,111.0,136.0,93.0,93.0,93.0,136.0,136.0,136.0
BKO_E2_D4_04_Dansa_T,97.34,133.0,136.0,160.8,133.0,136.0,160.8,172.0,146.0,123.0,123.0,123.0,123.0,123.0,123.0
BKO_E3_D6_01_Maraka_T,115.33,176.4,118.2,116.0,176.4,118.2,116.0,115.0,117.0,173.0,173.0,173.0,177.0,177.0,177.0
BKO_E2_D4_02_Maraka_T,111.05,165.8,144.0,141.4,165.8,144.0,141.4,179.0,153.0,179.0,179.0,179.0,179.0,179.0,179.0
BKO_E2_D4_12_Suku_T,123.38,135.0,150.4,151.4,135.0,150.4,151.4,158.0,157.0,79.0,79.0,79.0,156.0,156.0,156.0
BKO_E2_D3_02_Suku_T,124.38,161.8,163.2,171.6,161.8,163.2,171.6,171.0,171.0,170.0,170.0,170.0,170.0,170.0,170.0
BKO_E1_D2_05_Wasulunka_T,129.41,102.2,94.4,130.8,102.2,94.4,130.8,98.0,98.0,92.0,92.0,92.0,95.0,95.0,95.0
BKO_E1_D1_04_Dansa_T,105.12,173.8,105.8,104.8,173.8,105.8,104.8,105.0,106.0,175.0,175.0,175.0,174.0,174.0,174.0
BKO_E1_D2_03_Suku_T,120.78,125.4,166.0,123.8,125.4,166.0,123.8,115.0,124.0,115.0,115.0,115.0,115.0,115.0,115.0
BKO_E2_D3_06_Manjanin_T,120.08,137.6,97.8,119.6,137.6,97.8,119.6,91.0,119.0,177.0,177.0,177.0,150.0,150.0,150.0
BKO_E1_D1_06_Manjanin_T,137.2,135.8,151.2,125.0,135.8,151.2,125.0,110.0,138.0,103.0,103.0,103.0,137.0,137.0,137.0
BKO_E3_D6_04_Sandia_T,106.26,105.6,160.2,104.2,105.6,160.2,104.2,99.0,110.0,107.0,107.0,107.0,107.0,107.0,107.0
BKO_E2_D3_01_Maraka_T,116.47,132.0,136.0,160.0,132.0,136.0,160.0,162.0,157.0,114.0,114.0,114.0,123.0,123.0,123.0
BKO_E3_D6_06_Manjanin_T,156.66,158.2,160.8,164.0,158.2,160.8,164.0,177.0,163.0,129.0,129.0,129.0,163.0,163.0,163.0
BKO_E3_D5_05_Sandia_T,102.12,134.8,150.6,171.8,134.8,150.6,171.8,173.0,171.0,110.0,110.0,110.0,112.0,112.0,112.0
BKO_E1_D1_03_Wasulunka_T,99.58,107.0,104.4,159.2,107.0,104.4,159.2,99.0,114.0,114.0,114.0,114.0,110.0,110.0,110.0
BKO_E1_D1_05_Sandia_T,98.42,120.2,161.2,99.4,120.2,161.2,99.4,95.0,103.0,95.0,95.0,95.0,101.0,101.0,101.0
BKO_E1_D2_07_Sandia_T,114.21,135.8,138.0,122.8,135.8,138.0,122.8,113.0,114.0,113.0,113.0,113.0,114.0,114.0,114.0
BKO_E2_D3_03_Wasulunka_T,107.01,129.8,121.0,157.8,129.8,121.0,157.8,108.0,109.0,108.0,108.0,108.0,108.0,108.0,108.0
BKO_E3_D5_06_Manjanin_T,114.75,138.6,127.6,114.8,138.6,127.6,114.8,113.0,117.0,100.0,100.0,100.0,145.0,145.0,145.0
BKO_E3_D6_10_Dansa_T,105.15,135.2,118.8,142.4,135.2,118.8,142.4,82.0,133.0,127.0,127.0,127.0,127.0,127.0,127.0
BKO_E3_D5_02_Suku_T,127.11,136.2,154.0,175.8,136.2,154.0,175.8,179.0,170.0,69.0,69.0,69.0,162.0,162.0,162.0
BKO_E3_D6_12_Suku_T,141.7,158.4,151.4,174.2,158.4,151.4,174.2,179.0,166.0,145.0,145.0,145.0,145.0,145.0,145.0
