piece,bpm,X_a,Y_a,Z_a,X_b,Y_b,Z_b,bpm_mode,bpm_median,mode_x,mode_y,mode_z,median_x,median_y,median_z
BKO_E1_D1_06_Manjanin_T,137.2,83.2,94.6,122.0,83.2,94.6,122.0,70.0,83.0,70.0,70.0,70.0,82.0,82.0,82.0
BKO_E3_D6_04_Sandia_T,106.26,107.6,92.6,107.8,107.6,92.6,107.8,78.0,104.0,86.0,86.0,86.0,105.0,105.0,105.0
BKO_E2_D3_01_Maraka_T,116.47,90.4,83.6,104.8,90.4,83.6,104.8,89.0,89.0,89.0,89.0,89.0,90.0,90.0,90.0
BKO_E3_D6_06_Manjanin_T,156.66,87.8,90.6,107.4,87.8,90.6,107.4,77.0,98.0,80.0,80.0,80.0,82.0,82.0,82.0
BKO_E3_D5_05_Sandia_T,102.12,90.0,98.2,102.4,90.0,98.2,102.4,99.0,100.0,73.0,73.0,73.0,100.0,100.0,100.0
BKO_E1_D1_03_Wasulunka_T,99.58,95.4,79.4,96.0,95.4,79.4,96.0,73.0,85.0,76.0,76.0,76.0,85.0,85.0,85.0
BKO_E1_D1_05_Sandia_T,98.42,92.2,108.4,99.2,92.2,108.4,99.2,92.0,99.0,92.0,92.0,92.0,92.0,92.0,92.0
BKO_E1_D2_07_Sandia_T,114.21,74.8,105.6,80.6,74.8,105.6,80.6,76.0,76.0,76.0,76.0,76.0,75.0,75.0,75.0
BKO_E2_D3_03_Wasulunka_T,107.01,103.8,101.8,106.8,103.8,101.8,106.8,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0
BKO_E3_D5_06_Manjanin_T,114.75,117.8,116.0,114.4,117.8,116.0,114.4,113.0,114.0,113.0,113.0,113.0,113.0,113.0,113.0
BKO_E3_D6_10_Dansa_T,105.15,87.4,89.8,105.2,87.4,89.8,105.2,79.0,102.0,79.0,79.0,79.0,88.0,88.0,88.0
BKO_E3_D5_02_Suku_T,127.11,98.0,106.8,102.0,98.0,106.8,102.0,70.0,97.0,70.0,70.0,70.0,77.0,77.0,77.0
BKO_E3_D6_12_Suku_T,141.7,100.4,96.0,85.0,100.4,96.0,85.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
