piece,bpm,X_a,Y_a,Z_a,bpm_mode,bpm_median
BKO_E3_D5_03_Wasulunka_T,158.87,160.0,165.8,164.8,161.0,161.0
BKO_E2_D4_05_Sandia_T,129.53,169.4,163.8,121.8,162.0,162.0
BKO_E2_D4_01_Suku_T,187.76,151.0,164.0,177.5,179.0,167.5
BKO_E2_D4_03_Wasulunka_T,131.02,147.2,168.6,130.2,130.0,147.0
BKO_E1_D2_04_Maraka_T,141.98,175.2,133.8,165.8,147.0,166.0
BKO_E3_D5_01_Maraka_T,166.88,99.8,171.6,173.0,176.0,170.0
BKO_E3_D6_02_Suku_T,194.03,168.4,167.4,157.2,169.0,168.0
BKO_E2_D4_06_Manjanin_T,163.74,109.0,145.8,164.6,168.0,157.0
BKO_E1_D1_01_Suku_T,155.02,157.2,156.8,164.4,172.0,170.0
BKO_E3_D5_13_Suku_T,159.42,163.0,148.6,142.0,179.0,161.0
BKO_E1_D1_02_Maraka_T,136.3,150.2,153.2,150.4,154.0,153.0
BKO_E2_D3_05_Sandia_T,127.22,162.0,136.6,139.6,179.0,134.0
BKO_E2_D3_14_Maraka_T,166.7,164.2,162.8,127.0,87.0,158.0
BKO_E3_D6_03_Wasulunka_T,150.83,163.8,177.6,157.0,171.0,171.0
BKO_E3_D5_04_Dansa_T,136.41,145.8,133.0,107.2,108.0,123.0
BKO_E2_D4_04_Dansa_T,144.98,154.0,146.2,151.8,146.0,146.0
BKO_E3_D6_01_Maraka_T,148.5,151.8,149.2,157.6,159.0,149.0
BKO_E1_D2_06_Dansa_T,123.73,110.2,163.4,162.4,176.0,161.0
BKO_E2_D4_02_Maraka_T,182.09,149.0,149.67,177.67,179.0,162.0
BKO_E2_D4_12_Suku_T,193.89,167.33,166.17,125.5,99.0,172.0
BKO_E2_D3_02_Suku_T,210.49,159.6,123.8,141.8,160.0,159.0
BKO_E1_D2_05_Wasulunka_T,130.2,164.6,164.6,146.4,159.0,160.0
BKO_E1_D1_04_Dansa_T,113.16,131.6,167.4,123.8,111.0,145.0
BKO_E1_D2_03_Suku_T,145.62,146.4,159.0,154.0,160.0,153.0
BKO_E2_D3_06_Manjanin_T,178.67,166.8,166.6,154.6,179.0,166.0
BKO_E1_D1_06_Manjanin_T,149.36,148.6,148.0,148.6,148.0,149.0
BKO_E3_D6_04_Sandia_T,135.73,158.6,156.0,162.4,145.0,162.0
BKO_E2_D3_01_Maraka_T,165.22,150.5,166.67,163.33,156.0,163.0
BKO_E3_D6_06_Manjanin_T,213.16,129.8,165.6,158.4,106.0,160.0
BKO_E3_D5_05_Sandia_T,133.46,175.4,161.4,157.2,168.0,168.0
BKO_E1_D1_03_Wasulunka_T,121.57,160.0,162.8,173.6,162.0,165.0
BKO_E1_D1_05_Sandia_T,119.93,153.0,134.2,151.8,123.0,148.0
BKO_E1_D2_07_Sandia_T,127.36,152.8,163.2,157.6,158.0,159.0
BKO_E2_D3_03_Wasulunka_T,171.0,155.2,153.2,172.2,111.0,170.0
BKO_E3_D5_06_Manjanin_T,146.97,151.6,165.0,161.0,148.0,158.0
BKO_E3_D6_10_Dansa_T,124.28,130.2,157.4,165.0,128.0,161.0
BKO_E3_D5_02_Suku_T,163.02,163.2,156.2,175.0,179.0,176.0
BKO_E3_D6_12_Suku_T,196.24,135.8,160.2,135.4,108.0,175.0
