piece,bpm,X_a,Y_a,Z_a,X_b,Y_b,Z_b,bpm_mode,bpm_median,mode_x,mode_y,mode_z,median_x,median_y,median_z
BKO_E3_D5_03_Wasulunka_T,158.87,121.4,109.0,105.2,121.4,109.0,105.2,107.0,109.0,122.0,122.0,122.0,122.0,122.0,122.0
BKO_E2_D4_05_Sandia_T,129.53,107.6,117.0,123.2,107.6,117.0,123.2,114.0,114.0,113.0,113.0,113.0,113.0,113.0,113.0
BKO_E2_D4_01_Suku_T,187.76,111.17,110.5,124.67,111.17,110.5,124.67,93.0,114.5,95.0,95.0,95.0,95.5,95.5,95.5
BKO_E2_D4_03_Wasulunka_T,131.02,118.2,142.8,104.6,118.2,142.8,104.6,105.0,123.0,105.0,105.0,105.0,123.0,123.0,123.0
BKO_E1_D2_04_Maraka_T,141.98,94.2,103.8,113.6,94.2,103.8,113.6,95.0,100.0,95.0,95.0,95.0,95.0,95.0,95.0
BKO_E3_D5_01_Maraka_T,166.88,124.2,108.4,129.0,124.2,108.4,129.0,138.0,117.0,114.0,114.0,114.0,117.0,117.0,117.0
BKO_E3_D6_02_Suku_T,194.03,103.0,98.6,123.2,103.0,98.6,123.2,99.0,104.0,99.0,99.0,99.0,102.0,102.0,102.0
BKO_E2_D4_06_Manjanin_T,163.74,116.6,125.2,108.0,116.6,125.2,108.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0
BKO_E1_D1_01_Suku_T,155.02,133.4,127.0,129.0,133.4,127.0,129.0,144.0,128.0,144.0,144.0,144.0,128.0,128.0,128.0
BKO_E3_D5_13_Suku_T,159.42,107.8,100.0,94.8,107.8,100.0,94.8,91.0,96.0,82.0,82.0,82.0,112.0,112.0,112.0
BKO_E1_D1_02_Maraka_T,136.3,116.8,96.2,106.0,116.8,96.2,106.0,91.0,105.0,127.0,127.0,127.0,124.0,124.0,124.0
BKO_E2_D3_05_Sandia_T,127.22,107.6,107.2,118.8,107.6,107.2,118.8,125.0,113.0,97.0,97.0,97.0,108.0,108.0,108.0
BKO_E2_D3_14_Maraka_T,166.7,94.4,89.2,117.6,94.4,89.2,117.6,87.0,91.0,87.0,87.0,87.0,96.0,96.0,96.0
BKO_E3_D6_03_Wasulunka_T,150.83,122.0,112.4,109.2,122.0,112.4,109.2,114.0,114.0,104.0,104.0,104.0,129.0,129.0,129.0
BKO_E3_D5_04_Dansa_T,136.41,107.6,107.6,135.8,107.6,107.6,135.8,106.0,114.0,106.0,106.0,106.0,106.0,106.0,106.0
BKO_E2_D4_04_Dansa_T,144.98,137.2,117.2,122.0,137.2,117.2,122.0,144.0,113.0,144.0,144.0,144.0,144.0,144.0,144.0
BKO_E3_D6_01_Maraka_T,148.5,104.2,86.4,112.2,104.2,86.4,112.2,72.0,99.0,72.0,72.0,72.0,115.0,115.0,115.0
BKO_E1_D2_06_Dansa_T,123.73,99.4,113.6,114.2,99.4,113.6,114.2,118.0,105.0,90.0,90.0,90.0,96.0,96.0,96.0
BKO_E2_D4_02_Maraka_T,182.09,105.5,115.33,114.17,105.5,115.33,114.17,115.0,114.5,111.0,111.0,111.0,111.5,111.5,111.5
BKO_E2_D4_12_Suku_T,193.89,98.0,85.67,102.33,98.0,85.67,102.33,99.0,97.5,99.0,99.0,99.0,99.0,99.0,99.0
BKO_E2_D3_02_Suku_T,210.49,106.2,112.6,110.0,106.2,112.6,110.0,103.0,106.0,103.0,103.0,103.0,105.0,105.0,105.0
BKO_E1_D2_05_Wasulunka_T,130.2,118.4,109.0,124.0,118.4,109.0,124.0,90.0,119.0,101.0,101.0,101.0,115.0,115.0,115.0
BKO_E1_D1_04_Dansa_T,113.16,99.6,118.8,113.6,99.6,118.8,113.6,111.0,112.0,87.0,87.0,87.0,100.0,100.0,100.0
BKO_E1_D2_03_Suku_T,145.62,111.4,131.4,120.6,111.4,131.4,120.6,103.0,119.0,103.0,103.0,103.0,108.0,108.0,108.0
BKO_E2_D3_06_Manjanin_T,178.67,99.8,130.6,105.2,99.8,130.6,105.2,96.0,105.0,78.0,78.0,78.0,91.0,91.0,91.0
BKO_E1_D1_06_Manjanin_T,149.36,118.6,117.8,131.2,118.6,117.8,131.2,118.0,119.0,115.0,115.0,115.0,117.0,117.0,117.0
BKO_E3_D6_04_Sandia_T,135.73,110.4,113.8,120.4,110.4,113.8,120.4,129.0,119.0,129.0,129.0,129.0,105.0,105.0,105.0
BKO_E2_D3_01_Maraka_T,165.22,86.17,100.0,106.5,86.17,100.0,106.5,84.0,97.0,82.0,82.0,82.0,85.0,85.0,85.0
BKO_E3_D6_06_Manjanin_T,213.16,90.2,88.6,128.2,90.2,88.6,128.2,80.0,103.0,80.0,80.0,80.0,82.0,82.0,82.0
BKO_E3_D5_05_Sandia_T,133.46,105.0,110.2,127.6,105.0,110.2,127.6,84.0,118.0,84.0,84.0,84.0,118.0,118.0,118.0
BKO_E1_D1_03_Wasulunka_T,121.57,90.4,118.0,114.8,90.4,118.0,114.8,85.0,111.0,82.0,82.0,82.0,85.0,85.0,85.0
BKO_E1_D1_05_Sandia_T,119.93,125.0,98.0,112.0,125.0,98.0,112.0,108.0,110.0,128.0,128.0,128.0,128.0,128.0,128.0
BKO_E1_D2_07_Sandia_T,127.36,110.6,125.2,126.0,110.6,125.2,126.0,127.0,122.0,111.0,111.0,111.0,111.0,111.0,111.0
BKO_E2_D3_03_Wasulunka_T,171.0,113.4,97.6,129.8,113.4,97.6,129.8,88.0,121.0,85.0,85.0,85.0,120.0,120.0,120.0
