piece,bpm,X_a,Y_a,Z_a,X_b,Y_b,Z_b,bpm_mode,bpm_median,mode_x,mode_y,mode_z,median_x,median_y,median_z
BKO_E3_D5_03_Wasulunka_T,114.2,101.2,116.4,114.8,101.2,116.4,114.8,92.0,112.0,92.0,92.0,92.0,92.0,92.0,92.0
BKO_E2_D4_05_Sandia_T,91.98,112.6,120.6,77.6,112.6,120.6,77.6,70.0,93.0,94.0,94.0,94.0,94.0,94.0,94.0
BKO_E2_D4_01_Suku_T,128.84,114.4,111.2,127.4,114.4,111.2,127.4,135.0,129.0,135.0,135.0,135.0,131.0,131.0,131.0
BKO_E2_D4_03_Wasulunka_T,108.26,107.4,107.0,107.6,107.4,107.0,107.6,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0
BKO_E1_D2_04_Maraka_T,101.71,99.4,94.6,104.0,99.4,94.6,104.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0
BKO_E3_D5_01_Maraka_T,113.68,106.0,125.4,112.4,106.0,125.4,112.4,84.0,115.0,84.0,84.0,84.0,104.0,104.0,104.0
BKO_E3_D6_02_Suku_T,136.13,111.2,95.4,107.8,111.2,95.4,107.8,70.0,100.0,135.0,135.0,135.0,135.0,135.0,135.0
BKO_E2_D4_06_Manjanin_T,129.54,102.0,101.4,90.2,102.0,101.4,90.2,90.0,96.0,92.0,92.0,92.0,97.0,97.0,97.0
BKO_E1_D1_01_Suku_T,124.51,93.8,107.8,124.8,93.8,107.8,124.8,91.0,118.0,91.0,91.0,91.0,91.0,91.0,91.0
BKO_E3_D5_13_Suku_T,120.05,98.2,102.2,105.2,98.2,102.2,105.2,83.0,91.0,83.0,83.0,83.0,83.0,83.0,83.0
BKO_E1_D1_02_Maraka_T,102.87,87.6,104.6,102.8,87.6,104.6,102.8,101.0,101.0,75.0,75.0,75.0,81.0,81.0,81.0
BKO_E2_D3_05_Sandia_T,94.28,90.4,131.0,70.8,90.4,131.0,70.8,70.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0
BKO_E2_D3_14_Maraka_T,111.02,103.6,121.0,105.8,103.6,121.0,105.8,85.0,110.0,85.0,85.0,85.0,110.0,110.0,110.0
BKO_E3_D6_03_Wasulunka_T,110.77,109.8,124.2,118.8,109.8,124.2,118.8,108.0,121.0,83.0,83.0,83.0,118.0,118.0,118.0
BKO_E2_D4_04_Dansa_T,97.34,71.0,71.6,126.2,71.0,71.6,126.2,71.0,72.0,71.0,71.0,71.0,71.0,71.0,71.0
