piece,bpm,X_a,Y_a,Z_a,X_b,Y_b,Z_b,bpm_mode,bpm_median,mode_x,mode_y,mode_z,median_x,median_y,median_z
BKO_E3_D5_03_Wasulunka_T,114.2,110.2,114.2,110.2,110.2,114.2,110.2,112.0,112.0,117.0,117.0,117.0,113.0,113.0,113.0
BKO_E2_D4_05_Sandia_T,91.98,97.2,96.6,137.6,97.2,96.6,137.6,93.0,94.0,93.0,93.0,93.0,93.0,93.0,93.0
BKO_E2_D4_01_Suku_T,128.84,128.6,130.4,114.8,128.6,130.4,114.8,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0
BKO_E2_D4_03_Wasulunka_T,108.26,107.2,107.4,118.0,107.2,107.4,118.0,106.0,107.0,104.0,104.0,104.0,107.0,107.0,107.0
BKO_E1_D2_04_Maraka_T,101.71,105.0,123.4,106.2,105.0,123.4,106.2,102.0,110.0,101.0,101.0,101.0,102.0,102.0,102.0
BKO_E3_D5_01_Maraka_T,113.68,90.8,94.4,106.4,90.8,94.4,106.4,87.0,94.0,83.0,83.0,83.0,88.0,88.0,88.0
BKO_E3_D6_02_Suku_T,136.13,131.4,132.2,126.2,131.4,132.2,126.2,132.0,132.0,135.0,135.0,135.0,135.0,135.0,135.0
BKO_E2_D4_06_Manjanin_T,129.54,108.0,101.6,104.8,108.0,101.6,104.8,96.0,103.0,97.0,97.0,97.0,110.0,110.0,110.0
BKO_E1_D1_01_Suku_T,124.51,100.0,115.4,125.0,100.0,115.4,125.0,91.0,120.0,91.0,91.0,91.0,91.0,91.0,91.0
BKO_E3_D5_13_Suku_T,120.05,120.0,115.0,134.0,120.0,115.0,134.0,90.0,122.0,112.0,112.0,112.0,122.0,122.0,122.0
BKO_E1_D1_02_Maraka_T,102.87,114.0,104.4,119.0,114.0,104.4,119.0,101.0,102.0,99.0,99.0,99.0,102.0,102.0,102.0
BKO_E2_D3_05_Sandia_T,94.28,99.6,94.6,141.6,99.6,94.6,141.6,94.0,95.0,94.0,94.0,94.0,95.0,95.0,95.0
BKO_E2_D3_14_Maraka_T,111.02,100.0,111.0,139.4,100.0,111.0,139.4,85.0,113.0,85.0,85.0,85.0,109.0,109.0,109.0
BKO_E3_D6_03_Wasulunka_T,110.77,107.2,118.2,119.0,107.2,118.2,119.0,108.0,114.0,94.0,94.0,94.0,104.0,104.0,104.0
BKO_E2_D4_04_Dansa_T,97.34,120.2,106.2,121.8,120.2,106.2,121.8,122.0,121.0,122.0,122.0,122.0,122.0,122.0,122.0
BKO_E3_D6_01_Maraka_T,115.33,114.8,117.2,139.2,114.8,117.2,139.2,144.0,117.0,113.0,113.0,113.0,115.0,115.0,115.0
BKO_E2_D4_02_Maraka_T,111.05,111.2,111.0,138.4,111.2,111.0,138.4,111.0,112.0,111.0,111.0,111.0,111.0,111.0,111.0
BKO_E2_D4_12_Suku_T,123.38,120.4,125.2,124.2,120.4,125.2,124.2,124.0,124.0,126.0,126.0,126.0,124.0,124.0,124.0
BKO_E2_D3_02_Suku_T,124.38,123.4,122.6,135.6,123.4,122.6,135.6,125.0,125.0,119.0,119.0,119.0,120.0,120.0,120.0
BKO_E1_D2_05_Wasulunka_T,129.41,94.4,116.0,123.2,94.4,116.0,123.2,144.0,99.0,75.0,75.0,75.0,97.0,97.0,97.0
BKO_E1_D1_04_Dansa_T,105.12,108.8,109.0,122.2,108.8,109.0,122.2,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0
BKO_E1_D2_03_Suku_T,120.78,121.8,122.2,118.8,121.8,122.2,118.8,116.0,121.0,116.0,116.0,116.0,124.0,124.0,124.0
BKO_E2_D3_06_Manjanin_T,120.08,121.8,117.2,121.8,121.8,117.2,121.8,118.0,119.0,123.0,123.0,123.0,123.0,123.0,123.0
BKO_E1_D1_06_Manjanin_T,137.2,129.0,130.6,130.4,129.0,130.6,130.4,140.0,137.0,103.0,103.0,103.0,135.0,135.0,135.0
BKO_E3_D6_04_Sandia_T,106.26,118.6,103.4,121.8,118.6,103.4,121.8,122.0,112.0,112.0,112.0,112.0,122.0,122.0,122.0
BKO_E2_D3_01_Maraka_T,116.47,119.6,93.2,116.2,119.6,93.2,116.2,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0
BKO_E3_D6_06_Manjanin_T,156.66,131.6,133.4,137.0,131.6,133.4,137.0,130.0,137.0,144.0,144.0,144.0,126.0,126.0,126.0
BKO_E3_D5_05_Sandia_T,102.12,122.8,111.8,129.0,122.8,111.8,129.0,122.0,123.0,122.0,122.0,122.0,123.0,123.0,123.0
BKO_E1_D1_03_Wasulunka_T,99.58,108.0,100.2,134.6,108.0,100.2,134.6,103.0,105.0,101.0,101.0,101.0,105.0,105.0,105.0
BKO_E1_D1_05_Sandia_T,98.42,110.2,102.2,124.0,110.2,102.2,124.0,102.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0
