piece,bpm,X_a,Y_a,Z_a,X_b,Y_b,Z_b,bpm_mode,bpm_median,mode_x,mode_y,mode_z,median_x,median_y,median_z
BKO_E3_D5_03_Wasulunka_T,114.2,152.8,160.2,114.4,152.8,160.2,114.4,111.0,150.0,161.0,161.0,161.0,152.0,152.0,152.0
BKO_E2_D4_05_Sandia_T,91.98,156.0,155.4,150.8,156.0,155.4,150.8,152.0,161.0,145.0,145.0,145.0,156.0,156.0,156.0
BKO_E2_D4_01_Suku_T,128.84,146.8,144.2,161.0,146.8,144.2,161.0,135.0,160.0,128.0,128.0,128.0,136.0,136.0,136.0
BKO_E2_D4_03_Wasulunka_T,108.26,120.2,142.0,107.0,120.2,142.0,107.0,109.0,109.0,108.0,108.0,108.0,108.0,108.0,108.0
BKO_E1_D2_04_Maraka_T,101.71,152.6,159.8,167.4,152.6,159.8,167.4,156.0,161.0,129.0,129.0,129.0,152.0,152.0,152.0
BKO_E3_D5_01_Maraka_T,113.68,132.4,148.6,163.6,132.4,148.6,163.6,158.0,156.0,158.0,158.0,158.0,142.0,142.0,142.0
BKO_E3_D6_02_Suku_T,136.13,141.8,157.0,170.8,141.8,157.0,170.8,132.0,165.0,135.0,135.0,135.0,142.0,142.0,142.0
BKO_E2_D4_06_Manjanin_T,129.54,151.8,146.6,170.0,151.8,146.6,170.0,144.0,153.0,136.0,136.0,136.0,149.0,149.0,149.0
BKO_E1_D1_01_Suku_T,124.51,152.4,164.4,98.8,152.4,164.4,98.8,89.0,151.0,179.0,179.0,179.0,158.0,158.0,158.0
BKO_E3_D5_13_Suku_T,120.05,171.0,164.2,125.4,171.0,164.2,125.4,150.0,172.0,155.0,155.0,155.0,175.0,175.0,175.0
BKO_E1_D1_02_Maraka_T,102.87,150.4,159.6,174.8,150.4,159.6,174.8,179.0,162.0,150.0,150.0,150.0,150.0,150.0,150.0
BKO_E2_D3_05_Sandia_T,94.28,141.2,144.8,165.6,141.2,144.8,165.6,138.0,164.0,116.0,116.0,116.0,139.0,139.0,139.0
BKO_E2_D3_14_Maraka_T,111.02,158.6,145.0,116.8,158.6,145.0,116.8,138.0,141.0,179.0,179.0,179.0,154.0,154.0,154.0
BKO_E3_D6_03_Wasulunka_T,110.77,160.4,107.2,135.8,160.4,107.2,135.8,150.0,150.0,150.0,150.0,150.0,166.0,166.0,166.0
BKO_E2_D4_04_Dansa_T,97.34,166.8,165.6,170.6,166.8,165.6,170.6,172.0,171.0,172.0,172.0,172.0,172.0,172.0,172.0
BKO_E3_D6_01_Maraka_T,115.33,132.4,159.6,123.8,132.4,159.6,123.8,113.0,139.0,114.0,114.0,114.0,139.0,139.0,139.0
BKO_E2_D4_02_Maraka_T,111.05,129.4,169.6,165.8,129.4,169.6,165.8,112.0,166.0,112.0,112.0,112.0,112.0,112.0,112.0
